Name,2020 Population,code,region_code,province_code,municipality_code,barangay_code
Visaya,1152,8.0,10,102,10,8.0
Alilem Daya ,1684,1.0,10,102,10,1.0
Amilongan,624,2.0,10,102,10,2.0
Anaao,871,3.0,10,102,10,3.0
Apang,455,4.0,10,102,10,4.0
Apaya,598,5.0,10,102,10,5.0
Batbato,566,6.0,10,102,10,6.0
Daddaay,700,0.0,10,102,10,0.0
Dalawa,1421,1.0,10,102,10,1.0
Kiat,442,3.0,10,102,10,3.0
Bagbagotot,427,1.0,10,102,10,1.0
Banbanaal,644,2.0,10,102,10,2.0
Bisangol,196,4.0,10,102,10,4.0
Cadanglaan,363,5.0,10,102,10,5.0
Casilagan Norte,586,6.0,10,102,10,6.0
Casilagan Sur,439,7.0,10,102,10,7.0
Elefante,618,8.0,10,102,10,8.0
Guardia,446,9.0,10,102,10,9.0
Lintic,1328,0.0,10,102,10,0.0
Lopez,435,1.0,10,102,10,1.0
Montero,114,2.0,10,102,10,2.0
Naguimba,1035,3.0,10,102,10,3.0
Pila,202,4.0,10,102,10,4.0
Poblacion,1098,5.0,10,102,10,5.0
Aggay,764,1.0,10,102,10,1.0
An-annam,1405,2.0,10,102,10,2.0
Balaleng,3016,3.0,10,102,10,3.0
Banaoang,451,4.0,10,102,10,4.0
Bulag,2765,5.0,10,102,10,5.0
Buquig,923,6.0,10,102,10,6.0
Cabalanggan,584,7.0,10,102,10,7.0
Cabaroan,941,8.0,10,102,10,8.0
Cabusligan,785,9.0,10,102,10,9.0
Capangdanan,1005,0.0,10,102,10,0.0
Guimod,1118,1.0,10,102,10,1.0
Lingsat,1042,2.0,10,102,10,2.0
Malingeb,1332,3.0,10,102,10,3.0
Mira,896,4.0,10,102,10,4.0
Naguiddayan,767,5.0,10,102,10,5.0
Ora,2285,6.0,10,102,10,6.0
Paing,1625,7.0,10,102,10,7.0
Puspus,453,8.0,10,102,10,8.0
Quimmarayan,583,9.0,10,102,10,9.0
Sagneb,400,0.0,10,102,10,0.0
Sagpat,826,1.0,10,102,10,1.0
San Mariano,358,2.0,10,102,10,2.0
San Isidro,983,3.0,10,102,10,3.0
San Julian,972,4.0,10,102,10,4.0
Sinabaan,734,6.0,10,102,10,6.0
Taguiporo,1376,7.0,10,102,10,7.0
Taleb,1953,8.0,10,102,10,8.0
Tay-ac,2595,9.0,10,102,10,9.0
Barangay 1 ,672,0.0,10,102,10,0.0
Barangay 2 ,508,1.0,10,102,10,1.0
Barangay 3 ,1051,2.0,10,102,10,2.0
Barangay 4 ,795,3.0,10,102,10,3.0
Barangay 5 ,664,4.0,10,102,10,4.0
Barangay 6 ,491,5.0,10,102,10,5.0
Ambugat,468,1.0,10,102,10,1.0
Balugang,456,2.0,10,102,10,2.0
Bangbangar,297,3.0,10,102,10,3.0
Bessang,453,5.0,10,102,10,5.0
Cabcaburao,552,6.0,10,102,10,6.0
Cadacad,360,7.0,10,102,10,7.0
Callitong,582,8.0,10,102,10,8.0
Dayanki,762,9.0,10,102,10,9.0
Lesseb,142,0.0,10,102,10,0.0
Lubing,473,1.0,10,102,10,1.0
Lucaban,483,2.0,10,102,10,2.0
Luna,1196,3.0,10,102,10,3.0
Macaoayan,469,4.0,10,102,10,4.0
Mambug,618,5.0,10,102,10,5.0
Manaboc,653,6.0,10,102,10,6.0
Mapanit,266,7.0,10,102,10,7.0
Poblacion Sur,196,8.0,10,102,10,8.0
Nagpanaoan,413,9.0,10,102,10,9.0
Dirdirig,946,0.0,10,102,10,0.0
Paduros,717,2.0,10,102,10,2.0
Patac,294,3.0,10,102,10,3.0
Poblacion Norte,360,4.0,10,102,10,4.0
Sabangan Pinggan,346,6.0,10,102,10,6.0
Subadi Norte,442,7.0,10,102,10,7.0
Subadi Sur,161,8.0,10,102,10,8.0
Taliao,688,9.0,10,102,10,9.0
Alinaay,852,1.0,10,102,10,1.0
Aragan,934,2.0,10,102,10,2.0
Arnap,1310,3.0,10,102,10,3.0
Baclig ,2446,4.0,10,102,10,4.0
Bato,532,5.0,10,102,10,5.0
Bonifacio ,1438,6.0,10,102,10,6.0
Bungro,434,7.0,10,102,10,7.0
Cacadiran,1076,8.0,10,102,10,8.0
Caellayan,1054,9.0,10,102,10,9.0
Carusipan,641,0.0,10,102,10,0.0
Catucdaan,1002,1.0,10,102,10,1.0
Cuancabal,1137,2.0,10,102,10,2.0
Cuantacla,855,3.0,10,102,10,3.0
Daclapan,2396,4.0,10,102,10,4.0
Dardarat,1549,5.0,10,102,10,5.0
Lipit,889,6.0,10,102,10,6.0
Maradodon,730,7.0,10,102,10,7.0
Margaay,996,8.0,10,102,10,8.0
Nagsantaan,381,9.0,10,102,10,9.0
Nagsincaoan,418,0.0,10,102,10,0.0
Namruangan,2015,1.0,10,102,10,1.0
Pila,834,2.0,10,102,10,2.0
Pug-os,2077,3.0,10,102,10,3.0
Quezon ,2031,4.0,10,102,10,4.0
Reppaac,295,5.0,10,102,10,5.0
Rizal ,1226,6.0,10,102,10,6.0
Sabang,1419,7.0,10,102,10,7.0
Sagayaden,1256,8.0,10,102,10,8.0
Salapasap,1848,9.0,10,102,10,9.0
Salomague,1675,0.0,10,102,10,0.0
Sisim,709,1.0,10,102,10,1.0
Turod,1479,2.0,10,102,10,2.0
Turod-Patac,950,3.0,10,102,10,3.0
Allangigan Primero,1202,1.0,10,102,10,1.0
Allangigan Segundo,1170,2.0,10,102,10,2.0
Amguid,686,3.0,10,102,10,3.0
Ayudante,1123,4.0,10,102,10,4.0
Bagani Camposanto,2156,5.0,10,102,10,5.0
Bagani Gabor,538,6.0,10,102,10,6.0
Bagani Tocgo,559,7.0,10,102,10,7.0
Bagani Ubbog,1708,8.0,10,102,10,8.0
Bagar,1260,9.0,10,102,10,9.0
Balingaoan,1667,0.0,10,102,10,0.0
Bugnay,759,5.0,10,102,10,5.0
Calaoaan,2608,6.0,10,102,10,6.0
Calongbuyan,2889,7.0,10,102,10,7.0
Caterman,2652,8.0,10,102,10,8.0
Cubcubboot,463,9.0,10,102,10,9.0
Darapidap,3327,0.0,10,102,10,0.0
Langlangca Primero,635,2.0,10,102,10,2.0
Langlangca Segundo,1226,3.0,10,102,10,3.0
Oaig-Daya,2041,4.0,10,102,10,4.0
Palacapac,819,5.0,10,102,10,5.0
Paras,1471,6.0,10,102,10,6.0
Parioc Primero,1383,7.0,10,102,10,7.0
Parioc Segundo,1696,8.0,10,102,10,8.0
Patpata Primero,1200,9.0,10,102,10,9.0
Patpata Segundo,1755,0.0,10,102,10,0.0
Paypayad,2386,1.0,10,102,10,1.0
Salvador Primero,956,2.0,10,102,10,2.0
Salvador Segundo,799,3.0,10,102,10,3.0
San Agustin,1875,4.0,10,102,10,4.0
San Andres,662,5.0,10,102,10,5.0
San Antonio ,1006,6.0,10,102,10,6.0
San Isidro ,1833,7.0,10,102,10,7.0
San Jose ,1811,8.0,10,102,10,8.0
San Juan ,731,9.0,10,102,10,9.0
San Nicolas,2690,0.0,10,102,10,0.0
San Pedro,717,1.0,10,102,10,1.0
Santo Tomas,635,2.0,10,102,10,2.0
Tablac,3562,3.0,10,102,10,3.0
Talogtog,1992,4.0,10,102,10,4.0
Tamurong Primero,1392,5.0,10,102,10,5.0
Tamurong Segundo,900,6.0,10,102,10,6.0
Villarica,492,8.0,10,102,10,8.0
Anonang Mayor,958,1.0,10,102,10,1.0
Anonang Menor,1099,2.0,10,102,10,2.0
Baggoc,775,3.0,10,102,10,3.0
Callaguip,942,4.0,10,102,10,4.0
Caparacadan,335,5.0,10,102,10,5.0
Fuerte,2675,6.0,10,102,10,6.0
Manangat,978,7.0,10,102,10,7.0
Naguilian,1238,8.0,10,102,10,8.0
Nansuagao,863,9.0,10,102,10,9.0
Pandan,1229,0.0,10,102,10,0.0
Pantay-Quitiquit,432,1.0,10,102,10,1.0
Don Dimas Querubin ,1155,2.0,10,102,10,2.0
Puro,1106,3.0,10,102,10,3.0
Pantay Tamurong,1914,4.0,10,102,10,4.0
Villamar,1771,5.0,10,102,10,5.0
Don Alejandro Quirolgico ,1163,6.0,10,102,10,6.0
Don Lorenzo Querubin ,941,7.0,10,102,10,7.0
Aluling,1409,1.0,10,102,10,1.0
Comillas North,2333,2.0,10,102,10,2.0
Comillas South,2154,3.0,10,102,10,3.0
Concepcion ,2041,4.0,10,102,10,4.0
Dinwede East,739,5.0,10,102,10,5.0
Dinwede West,827,6.0,10,102,10,6.0
Libang,1044,7.0,10,102,10,7.0
Pilipil,493,0.0,10,102,10,0.0
Remedios,1141,3.0,10,102,10,3.0
Rosario ,2344,4.0,10,102,10,4.0
San Juan,2148,5.0,10,102,10,5.0
San Luis,918,6.0,10,102,10,6.0
Malaya,1858,7.0,10,102,10,7.0
Abaya,281,1.0,10,102,10,1.0
Baracbac,314,2.0,10,102,10,2.0
Bidbiday,815,3.0,10,102,10,3.0
Bitong,198,4.0,10,102,10,4.0
Borobor,308,5.0,10,102,10,5.0
Calimugtong,471,6.0,10,102,10,6.0
Calongbuyan,530,7.0,10,102,10,7.0
Calumbaya,265,8.0,10,102,10,8.0
Daldagan,446,9.0,10,102,10,9.0
Kilang,215,0.0,10,102,10,0.0
Legaspi,338,1.0,10,102,10,1.0
Mabayag,323,2.0,10,102,10,2.0
Matanubong,156,3.0,10,102,10,3.0
Mckinley,518,4.0,10,102,10,4.0
Nagsingcaoan,354,5.0,10,102,10,5.0
Oaig-Daya,279,6.0,10,102,10,6.0
Pagangpang,432,7.0,10,102,10,7.0
Patac,1370,8.0,10,102,10,8.0
Poblacion,461,9.0,10,102,10,9.0
Rubio,664,0.0,10,102,10,0.0
Sabangan-Bato,551,1.0,10,102,10,1.0
Sacaang,434,2.0,10,102,10,2.0
San Vicente,226,3.0,10,102,10,3.0
Sapang,295,4.0,10,102,10,4.0
Alfonso,997,1.0,10,102,10,1.0
Bussot,452,2.0,10,102,10,2.0
Concepcion,747,3.0,10,102,10,3.0
Dapdappig,546,4.0,10,102,10,4.0
Matue-Butarag,687,5.0,10,102,10,5.0
Poblacion Norte,560,7.0,10,102,10,7.0
Poblacion Sur,483,8.0,10,102,10,8.0
Banucal,676,1.0,10,102,10,1.0
Bequi-Walin,555,2.0,10,102,10,2.0
Bugui,239,3.0,10,102,10,3.0
Calungbuyan,235,4.0,10,102,10,4.0
Carcarabasa,432,5.0,10,102,10,5.0
Labut,303,6.0,10,102,10,6.0
Poblacion Norte,963,7.0,10,102,10,7.0
Poblacion Sur,366,8.0,10,102,10,8.0
San Vicente,452,9.0,10,102,10,9.0
Suysuyan,328,0.0,10,102,10,0.0
Tay-ac,156,1.0,10,102,10,1.0
Alangan,940,1.0,10,102,10,1.0
Bacar,584,2.0,10,102,10,2.0
Barbarit,879,6.0,10,102,10,6.0
Bungro,1587,7.0,10,102,10,7.0
Cabaroan,625,8.0,10,102,10,8.0
Cadanglaan,204,0.0,10,102,10,0.0
Caraisan,794,1.0,10,102,10,1.0
Dacutan,884,4.0,10,102,10,4.0
Labut,788,5.0,10,102,10,5.0
Maas-asin,845,7.0,10,102,10,7.0
Macatcatud,894,8.0,10,102,10,8.0
Namalpalan,1199,9.0,10,102,10,9.0
Manzante,1951,0.0,10,102,10,0.0
Maratudo,1319,2.0,10,102,10,2.0
Miramar,1449,3.0,10,102,10,3.0
Napo,1033,5.0,10,102,10,5.0
Pagsanaan Norte,515,6.0,10,102,10,6.0
Pagsanaan Sur,656,7.0,10,102,10,7.0
Panay Norte,1506,8.0,10,102,10,8.0
Panay Sur,673,9.0,10,102,10,9.0
Patong,1534,0.0,10,102,10,0.0
Puro,4785,1.0,10,102,10,1.0
San Basilio ,437,2.0,10,102,10,2.0
San Clemente ,924,3.0,10,102,10,3.0
San Julian ,488,4.0,10,102,10,4.0
San Lucas ,664,5.0,10,102,10,5.0
San Ramon ,870,6.0,10,102,10,6.0
San Vicente ,786,7.0,10,102,10,7.0
Santa Monica,766,8.0,10,102,10,8.0
Sarsaracat,729,9.0,10,102,10,9.0
Balaweg,610,1.0,10,102,10,1.0
Bandril,478,2.0,10,102,10,2.0
Bantugo,691,3.0,10,102,10,3.0
Cadacad,230,4.0,10,102,10,4.0
Casilagan,330,5.0,10,102,10,5.0
Cosocos,217,6.0,10,102,10,6.0
Lapting,422,7.0,10,102,10,7.0
Mapisi,362,8.0,10,102,10,8.0
Mission,419,9.0,10,102,10,9.0
Poblacion East,517,0.0,10,102,10,0.0
Poblacion West,578,1.0,10,102,10,1.0
Taleb,611,2.0,10,102,10,2.0
Abuor,1150,1.0,10,102,10,1.0
Ambulogan,1525,2.0,10,102,10,2.0
Aquib,955,4.0,10,102,10,4.0
Banglayan,1146,5.0,10,102,10,5.0
Bulanos,1074,6.0,10,102,10,6.0
Cadacad,749,7.0,10,102,10,7.0
Cagayungan,1178,8.0,10,102,10,8.0
Camarao,1346,9.0,10,102,10,9.0
Casilagan,771,0.0,10,102,10,0.0
Codoog,929,1.0,10,102,10,1.0
Dasay,1281,2.0,10,102,10,2.0
Dinalaoan,1300,3.0,10,102,10,3.0
Estancia,275,4.0,10,102,10,4.0
Lanipao,677,5.0,10,102,10,5.0
Lungog,2213,6.0,10,102,10,6.0
Margaay,2607,7.0,10,102,10,7.0
Marozo,1427,8.0,10,102,10,8.0
Naguneg,2062,9.0,10,102,10,9.0
Orence,1969,0.0,10,102,10,0.0
Pantoc,1127,1.0,10,102,10,1.0
Paratong,1709,2.0,10,102,10,2.0
Parparia,1301,3.0,10,102,10,3.0
Quinarayan,2730,4.0,10,102,10,4.0
Rivadavia,712,5.0,10,102,10,5.0
San Antonio,1934,6.0,10,102,10,6.0
San Jose ,1375,7.0,10,102,10,7.0
San Pablo,1144,8.0,10,102,10,8.0
San Pedro,2015,9.0,10,102,10,9.0
Santa Lucia ,1521,0.0,10,102,10,0.0
Sarmingan,640,1.0,10,102,10,1.0
Sucoc,1559,2.0,10,102,10,2.0
Sulvec,2277,3.0,10,102,10,3.0
Turod,670,4.0,10,102,10,4.0
Bantay Abot,886,5.0,10,102,10,5.0
Banoen,673,1.0,10,102,10,1.0
Cayus,860,2.0,10,102,10,2.0
Patungcaleo,1194,3.0,10,102,10,3.0
Malideg,865,4.0,10,102,10,4.0
Namitpit,1269,5.0,10,102,10,5.0
Patiacan,888,6.0,10,102,10,6.0
Legleg ,2098,7.0,10,102,10,7.0
Suagayan,767,8.0,10,102,10,8.0
Lamag,692,9.0,10,102,10,9.0
Atabay,285,1.0,10,102,10,1.0
Calangcuasan,1130,2.0,10,102,10,2.0
Balidbid,1273,3.0,10,102,10,3.0
Baluarte,658,4.0,10,102,10,4.0
Baybayading,189,5.0,10,102,10,5.0
Boguibog,648,6.0,10,102,10,6.0
Bulala-Leguey,295,7.0,10,102,10,7.0
Kaliwakiw,366,8.0,10,102,10,8.0
Culiong,280,0.0,10,102,10,0.0
Dinaratan,758,1.0,10,102,10,1.0
Kinmarin,370,2.0,10,102,10,2.0
Lucbuban,551,3.0,10,102,10,3.0
Madarang,254,4.0,10,102,10,4.0
Maligcong,299,5.0,10,102,10,5.0
Pias,485,6.0,10,102,10,6.0
Poblacion Norte,910,7.0,10,102,10,7.0
Poblacion Sur,598,8.0,10,102,10,8.0
San Gaspar,386,9.0,10,102,10,9.0
San Tiburcio,596,0.0,10,102,10,0.0
Sorioan,595,1.0,10,102,10,1.0
Ubbog,184,2.0,10,102,10,2.0
Cabaroan ,1121,1.0,10,102,10,1.0
Kalumsing,731,2.0,10,102,10,2.0
Lancuas,932,3.0,10,102,10,3.0
Matibuey,1060,4.0,10,102,10,4.0
Paltoc,541,5.0,10,102,10,5.0
Sibsibbu,621,6.0,10,102,10,6.0
Tiagan,1524,7.0,10,102,10,7.0
San Miliano,676,8.0,10,102,10,8.0
Ansad,643,1.0,10,102,10,1.0
Apatot,1590,2.0,10,102,10,2.0
Bateria,506,3.0,10,102,10,3.0
Cabaroan,882,4.0,10,102,10,4.0
Cappa-cappa,813,5.0,10,102,10,5.0
Poblacion,801,6.0,10,102,10,6.0
San Nicolas,1073,7.0,10,102,10,7.0
San Pablo,978,8.0,10,102,10,8.0
San Rafael,721,9.0,10,102,10,9.0
Villa Quirino,374,0.0,10,102,10,0.0
Arnap,244,1.0,10,102,10,1.0
Bahet,990,2.0,10,102,10,2.0
Belen,120,3.0,10,102,10,3.0
Bungro,688,4.0,10,102,10,4.0
Busiing Sur,664,6.0,10,102,10,6.0
Busiing Norte,934,7.0,10,102,10,7.0
Dongalo,379,9.0,10,102,10,9.0
Gongogong,350,0.0,10,102,10,0.0
Iboy,467,1.0,10,102,10,1.0
Otol-Patac,597,3.0,10,102,10,3.0
Poblacion East,722,4.0,10,102,10,4.0
Poblacion West,616,5.0,10,102,10,5.0
Kinamantirisan,296,6.0,10,102,10,6.0
Sagneb,357,7.0,10,102,10,7.0
Sagsagat,766,8.0,10,102,10,8.0
Bacsil,1012,1.0,10,102,10,1.0
Baliw,922,2.0,10,102,10,2.0
Bannuar ,1250,3.0,10,102,10,3.0
Barbar,1360,4.0,10,102,10,4.0
Cabanglotan,1014,5.0,10,102,10,5.0
Cacandongan,324,6.0,10,102,10,6.0
Camanggaan,650,7.0,10,102,10,7.0
Camindoroan,917,8.0,10,102,10,8.0
Caronoan,670,9.0,10,102,10,9.0
Darao,430,0.0,10,102,10,0.0
Dardarat,542,2.0,10,102,10,2.0
Guimod Norte,381,3.0,10,102,10,3.0
Guimod Sur,959,4.0,10,102,10,4.0
Immayos Norte,713,5.0,10,102,10,5.0
Immayos Sur,255,6.0,10,102,10,6.0
Labnig,1137,7.0,10,102,10,7.0
Lapting,1215,8.0,10,102,10,8.0
Lira ,888,9.0,10,102,10,9.0
Malamin,699,0.0,10,102,10,0.0
Muraya,753,1.0,10,102,10,1.0
Nagsabaran,953,2.0,10,102,10,2.0
Nagsupotan,1414,3.0,10,102,10,3.0
Pandayan ,577,5.0,10,102,10,5.0
Refaro,1347,7.0,10,102,10,7.0
Resurreccion ,1013,8.0,10,102,10,8.0
Sabangan,731,9.0,10,102,10,9.0
San Isidro,825,1.0,10,102,10,1.0
Saoang,864,5.0,10,102,10,5.0
Solotsolot,760,7.0,10,102,10,7.0
Sunggiam,1132,8.0,10,102,10,8.0
Surngit,524,9.0,10,102,10,9.0
Asilang,443,0.0,10,102,10,0.0
Bantaoay,1820,1.0,10,102,10,1.0
Bayubay Norte,1368,2.0,10,102,10,2.0
Bayubay Sur,1822,3.0,10,102,10,3.0
Lubong,1190,4.0,10,102,10,4.0
Poblacion,1252,5.0,10,102,10,5.0
Pudoc,2278,6.0,10,102,10,6.0
San Sebastian,3388,7.0,10,102,10,7.0
Ampandula,602,1.0,10,102,10,1.0
Banaoang,511,2.0,10,102,10,2.0
Basug,224,3.0,10,102,10,3.0
Bucalag,153,4.0,10,102,10,4.0
Cabangaran,265,5.0,10,102,10,5.0
Calungboyan,547,6.0,10,102,10,6.0
Casiber,533,8.0,10,102,10,8.0
Dammay,159,9.0,10,102,10,9.0
Labut Norte,554,0.0,10,102,10,0.0
Labut Sur,280,1.0,10,102,10,1.0
Mabilbila Sur,1996,2.0,10,102,10,2.0
Mabilbila Norte,673,3.0,10,102,10,3.0
Magsaysay District ,953,4.0,10,102,10,4.0
Manueva,971,5.0,10,102,10,5.0
Marcos ,480,6.0,10,102,10,6.0
Nagpanaoan,749,7.0,10,102,10,7.0
Namalangan,638,8.0,10,102,10,8.0
Oribi,171,9.0,10,102,10,9.0
Pasungol,875,0.0,10,102,10,0.0
Quezon ,314,2.0,10,102,10,2.0
Quirino ,326,3.0,10,102,10,3.0
Rancho,659,4.0,10,102,10,4.0
Rizal,868,5.0,10,102,10,5.0
Sacuyya Norte,724,6.0,10,102,10,6.0
Sacuyya Sur,538,7.0,10,102,10,7.0
Tabucolan,229,8.0,10,102,10,8.0
Cabaroan,1362,1.0,10,102,10,1.0
Cabittaogan,2490,2.0,10,102,10,2.0
Cabuloan,1408,3.0,10,102,10,3.0
Pangada,902,4.0,10,102,10,4.0
Paratong,1206,5.0,10,102,10,5.0
Poblacion,1435,6.0,10,102,10,6.0
Sinabaan,1379,7.0,10,102,10,7.0
Subec,1168,8.0,10,102,10,8.0
Tamorong,3143,9.0,10,102,10,9.0
Amarao,568,1.0,10,102,10,1.0
Babayoan,603,2.0,10,102,10,2.0
Bacsayan,487,3.0,10,102,10,3.0
Banay,497,4.0,10,102,10,4.0
Bayugao Este,300,5.0,10,102,10,5.0
Bayugao Oeste,597,6.0,10,102,10,6.0
Besalan,1089,7.0,10,102,10,7.0
Bugbuga,827,8.0,10,102,10,8.0
Calaoaan,1533,9.0,10,102,10,9.0
Camanggaan,1150,0.0,10,102,10,0.0
Candalican,530,1.0,10,102,10,1.0
Capariaan,1494,2.0,10,102,10,2.0
Casilagan,891,3.0,10,102,10,3.0
Coscosnong,499,4.0,10,102,10,4.0
Daligan,639,5.0,10,102,10,5.0
Dili,1956,6.0,10,102,10,6.0
Gabor Norte,961,7.0,10,102,10,7.0
Gabor Sur,710,8.0,10,102,10,8.0
Lalong,304,9.0,10,102,10,9.0
Lantag,1006,0.0,10,102,10,0.0
Las-ud,681,1.0,10,102,10,1.0
Mambog,1147,2.0,10,102,10,2.0
Mantanas,1309,3.0,10,102,10,3.0
Nagtengnga,985,4.0,10,102,10,4.0
Padaoil,588,5.0,10,102,10,5.0
Paratong,658,6.0,10,102,10,6.0
Pattiqui,822,7.0,10,102,10,7.0
Pidpid,823,8.0,10,102,10,8.0
Pilar,1678,9.0,10,102,10,9.0
Pinipin,1222,0.0,10,102,10,0.0
Poblacion Este,705,1.0,10,102,10,1.0
Poblacion Norte,1003,2.0,10,102,10,2.0
Poblacion Weste,446,3.0,10,102,10,3.0
Poblacion Sur,687,4.0,10,102,10,4.0
Quinfermin,276,5.0,10,102,10,5.0
Quinsoriano,562,6.0,10,102,10,6.0
Sagat,1327,7.0,10,102,10,7.0
San Antonio,544,8.0,10,102,10,8.0
San Jose,606,9.0,10,102,10,9.0
San Pedro,584,0.0,10,102,10,0.0
Saoat,490,1.0,10,102,10,1.0
Sevilla,1459,2.0,10,102,10,2.0
Sidaoen,958,3.0,10,102,10,3.0
Suyo,1102,4.0,10,102,10,4.0
Tampugo,374,5.0,10,102,10,5.0
Turod,602,6.0,10,102,10,6.0
Villa Garcia,1095,7.0,10,102,10,7.0
Villa Hermosa,1684,8.0,10,102,10,8.0
Villa Laurencia,308,9.0,10,102,10,9.0
Alincaoeg,497,1.0,10,102,10,1.0
Angkileng,755,2.0,10,102,10,2.0
Arangin,363,3.0,10,102,10,3.0
Ayusan ,1213,4.0,10,102,10,4.0
Banbanaba,492,5.0,10,102,10,5.0
Bao-as,776,6.0,10,102,10,6.0
Barangobong ,817,7.0,10,102,10,7.0
Buliclic,450,8.0,10,102,10,8.0
Burgos ,396,9.0,10,102,10,9.0
Cabaritan,541,0.0,10,102,10,0.0
Catayagan,807,1.0,10,102,10,1.0
Conconig East,1254,2.0,10,102,10,2.0
Conconig West,880,3.0,10,102,10,3.0
Damacuag,888,4.0,10,102,10,4.0
Lubong,430,5.0,10,102,10,5.0
Luba,786,6.0,10,102,10,6.0
Nagrebcan,772,7.0,10,102,10,7.0
Nagtablaan,412,8.0,10,102,10,8.0
Namatican,937,9.0,10,102,10,9.0
Nangalisan,962,0.0,10,102,10,0.0
Palali Norte,1020,1.0,10,102,10,1.0
Palali Sur,918,2.0,10,102,10,2.0
Paoc Norte,796,3.0,10,102,10,3.0
Paoc Sur,314,4.0,10,102,10,4.0
Paratong,955,5.0,10,102,10,5.0
Pila East,746,6.0,10,102,10,6.0
Pila West,601,7.0,10,102,10,7.0
Quinabalayangan,255,8.0,10,102,10,8.0
Ronda,861,9.0,10,102,10,9.0
Sabuanan,1253,0.0,10,102,10,0.0
San Juan,906,1.0,10,102,10,1.0
San Pedro,450,2.0,10,102,10,2.0
Sapang,445,3.0,10,102,10,3.0
Suagayan,351,4.0,10,102,10,4.0
Vical,979,5.0,10,102,10,5.0
Bani,688,6.0,10,102,10,6.0
Ag-agrao,1076,1.0,10,102,10,1.0
Ampuagan,626,2.0,10,102,10,2.0
Baballasioan,706,3.0,10,102,10,3.0
Baliw Daya,500,4.0,10,102,10,4.0
Baliw Laud,633,5.0,10,102,10,5.0
Bia-o,532,6.0,10,102,10,6.0
Butir,635,7.0,10,102,10,7.0
Cabaroan,1293,8.0,10,102,10,8.0
Danuman East,453,9.0,10,102,10,9.0
Danuman West,620,0.0,10,102,10,0.0
Dunglayan,750,1.0,10,102,10,1.0
Gusing,1134,2.0,10,102,10,2.0
Langaoan,653,3.0,10,102,10,3.0
Laslasong Norte,917,4.0,10,102,10,4.0
Laslasong Sur,835,5.0,10,102,10,5.0
Laslasong West,236,6.0,10,102,10,6.0
Lesseb,194,7.0,10,102,10,7.0
Lingsat,2147,8.0,10,102,10,8.0
Lubong,1072,9.0,10,102,10,9.0
Maynganay Norte,877,0.0,10,102,10,0.0
Maynganay Sur,832,1.0,10,102,10,1.0
Nagsayaoan,845,2.0,10,102,10,2.0
Nagtupacan,874,3.0,10,102,10,3.0
Nalvo,1456,4.0,10,102,10,4.0
Pacang,672,7.0,10,102,10,7.0
Penned,221,8.0,10,102,10,8.0
Poblacion Norte,1215,9.0,10,102,10,9.0
Poblacion Sur,2177,0.0,10,102,10,0.0
Silag,1414,1.0,10,102,10,1.0
Sumagui,265,2.0,10,102,10,2.0
Suso,2002,3.0,10,102,10,3.0
Tangaoan,1207,4.0,10,102,10,4.0
Tinaan,937,5.0,10,102,10,5.0
Al-aludig,871,1.0,10,102,10,1.0
Ambucao,1713,2.0,10,102,10,2.0
San Jose,298,3.0,10,102,10,3.0
Baybayabas,614,4.0,10,102,10,4.0
Bigbiga,638,5.0,10,102,10,5.0
Bulbulala,610,6.0,10,102,10,6.0
Busel-busel,530,7.0,10,102,10,7.0
Butol,1103,8.0,10,102,10,8.0
Caburao,1392,9.0,10,102,10,9.0
Dan-ar,2006,0.0,10,102,10,0.0
Gabao,896,1.0,10,102,10,1.0
Guinabang,302,2.0,10,102,10,2.0
Imus,309,3.0,10,102,10,3.0
Lang-ayan,402,4.0,10,102,10,4.0
Mambug,1168,5.0,10,102,10,5.0
Nalasin,568,6.0,10,102,10,6.0
Olo-olo Norte,986,7.0,10,102,10,7.0
Olo-olo Sur,452,8.0,10,102,10,8.0
Poblacion Norte,396,9.0,10,102,10,9.0
Poblacion Sur,495,0.0,10,102,10,0.0
Sabangan,1341,1.0,10,102,10,1.0
Salincub,868,2.0,10,102,10,2.0
San Roque,881,3.0,10,102,10,3.0
Ubbog,632,4.0,10,102,10,4.0
Binalayangan,314,1.0,10,102,10,1.0
Binongan,697,2.0,10,102,10,2.0
Borobor,539,3.0,10,102,10,3.0
Cabaritan,1273,4.0,10,102,10,4.0
Cabigbigaan,612,5.0,10,102,10,5.0
Calautit,1127,6.0,10,102,10,6.0
Calay-ab,860,7.0,10,102,10,7.0
Camestizoan,1159,8.0,10,102,10,8.0
Casili,388,9.0,10,102,10,9.0
Flora,552,0.0,10,102,10,0.0
Lagatit,1027,1.0,10,102,10,1.0
Laoingen,1384,2.0,10,102,10,2.0
Lussoc,1087,3.0,10,102,10,3.0
Nalasin,1320,4.0,10,102,10,4.0
Nagbettedan,753,5.0,10,102,10,5.0
Naglaoa-an,922,6.0,10,102,10,6.0
Nambaran,1321,7.0,10,102,10,7.0
Nanerman,560,8.0,10,102,10,8.0
Napo,517,9.0,10,102,10,9.0
Padu Chico,993,0.0,10,102,10,0.0
Padu Grande,312,1.0,10,102,10,1.0
Paguraper,549,2.0,10,102,10,2.0
Panay,230,3.0,10,102,10,3.0
Pangpangdan,632,4.0,10,102,10,4.0
Parada,689,5.0,10,102,10,5.0
Paras,728,6.0,10,102,10,6.0
Poblacion,813,7.0,10,102,10,7.0
