population,name,code,region_code,province_code,municipality_code
3215,San Antonio,17,20,203,20
567,San Isidro,18,20,203,20
1191,San Jose,19,20,203,20
2018,San Juan,20,20,203,20
632,San Macario,21,20,203,20
873,San Nicolas,22,20,203,20
612,San Patricio,23,20,203,20
364,San Roque,24,20,203,20
828,Santo Rosario,25,20,203,20
831,Santor,26,20,203,20
1218,Villa Luz,27,20,203,20
865,Villa Pereda,28,20,203,20
516,Visitacion,29,20,203,20
746,Caloocan,30,20,203,20
1508,San Pedro,1,20,203,20
1882,Binmonton,2,20,203,20
1272,Casili,3,20,203,20
2120,Centro I ,4,20,203,20
2023,Holy Friday,5,20,203,20
2406,Maligaya,6,20,203,20
2222,Manano,7,20,203,20
2439,Olango,8,20,203,20
1117,Centro II ,9,20,203,20
1942,Rang-ayan,10,20,203,20
2317,San Jose Norte I,11,20,203,20
1910,San Jose Sur,12,20,203,20
1946,Siempre Viva Norte,13,20,203,20
620,Trinidad,14,20,203,20
1069,Victoria,15,20,203,20
2336,San Jose Norte II,16,20,203,20
894,San Ramon,17,20,203,20
2185,Siempre Viva Sur,18,20,203,20
404,Aguinaldo,1,20,203,20
844,Bagong Sikat,2,20,203,20
1915,Burgos,3,20,203,20
1617,Cabaruan,4,20,203,20
1042,Flores,5,20,203,20
745,La Union,6,20,203,20
3090,Magsaysay ,7,20,203,20
329,Manaring,8,20,203,20
782,Mansibang,9,20,203,20
2913,Minallo,10,20,203,20
1353,Minanga,11,20,203,20
2620,Palattao,12,20,203,20
1735,Quezon ,13,20,203,20
609,Quinalabasa,14,20,203,20
2420,Quirino ,15,20,203,20
777,Rangayan,16,20,203,20
456,Rizal,17,20,203,20
2194,Roxas ,18,20,203,20
2590,San Manuel,19,20,203,20
804,Santo Tomas,20,20,203,20
603,Sunlife,21,20,203,20
1523,Surcoc,22,20,203,20
322,Tomines,23,20,203,20
1538,Villa Paz,24,20,203,20
563,Santa Victoria,25,20,203,20
879,Bisag,1,20,203,20
1011,Dialaoyao,2,20,203,20
790,Dicadyuan,3,20,203,20
1673,Didiyan,4,20,203,20
463,Dimalicu-licu,5,20,203,20
794,Dimasari,6,20,203,20
1001,Dimatican,7,20,203,20
1732,Maligaya,8,20,203,20
926,Marikit,9,20,203,20
1041,Dicabisagan East ,10,20,203,20
2068,Dicabisagan West ,11,20,203,20
871,Santa Jacinta,12,20,203,20
884,Villa Robles,13,20,203,20
1327,Culasi,14,20,203,20
615,Alomanay,15,20,203,20
745,Diddadungan,16,20,203,20
864,San Isidro,17,20,203,20
2476,Abut,1,20,203,20
1501,Alunan ,2,20,203,20
2831,Arellano ,3,20,203,20
470,Aurora,4,20,203,20
3611,Barucboc Norte,5,20,203,20
839,Estrada,6,20,203,20
3310,Santos ,7,20,203,20
1806,Lepanto,8,20,203,20
826,Mangga,9,20,203,20
3453,Minagbag,10,20,203,20
1850,Samonte ,11,20,203,20
1045,Turod,12,20,203,20
662,Dunmon,13,20,203,20
733,Calangigan,14,20,203,20
1624,San Juan,15,20,203,20
1105,Binarzang,1,20,203,20
605,Cabaruan,2,20,203,20
1283,Camaal,3,20,203,20
1315,Dolores,4,20,203,20
2190,Luna,5,20,203,20
892,Manaoag,6,20,203,20
852,Rizal,7,20,203,20
428,San Isidro,8,20,203,20
866,San Jose,9,20,203,20
2079,San Juan,10,20,203,20
1558,San Mateo,11,20,203,20
819,San Vicente,12,20,203,20
906,Santa Catalina,13,20,203,20
2145,Santa Lucia ,14,20,203,20
1847,Santiago,15,20,203,20
2710,Santo Domingo,16,20,203,20
465,Sinait,17,20,203,20
682,Suerte,18,20,203,20
392,Villa Bulusan,19,20,203,20
821,Villa Miguel,20,20,203,20
1063,Vintar,21,20,203,20
3688,Ambatali,1,20,203,20
1162,Bantug,2,20,203,20
5760,Bugallon Norte,4,20,203,20
2864,Burgos,5,20,203,20
1355,Nagbacalan,6,20,203,20
3118,Oscariz,7,20,203,20
823,Pabil,8,20,203,20
2327,Pagrang-ayan,9,20,203,20
3029,Planas,11,20,203,20
782,Purok ni Bulan,12,20,203,20
5613,Raniag,13,20,203,20
2182,San Antonio,14,20,203,20
5713,San Miguel,15,20,203,20
1461,San Sebastian,16,20,203,20
724,Villa Beltran,18,20,203,20
1696,Villa Carmen,19,20,203,20
926,Villa Marcos,20,20,203,20
5965,General Aguinaldo,21,20,203,20
7335,Bugallon Proper ,22,20,203,20
2545,Banquero,1,20,203,20
422,Binarsang,2,20,203,20
917,Cutog Grande,3,20,203,20
643,Cutog Pequeño,4,20,203,20
3060,Dangan,5,20,203,20
1241,District I ,6,20,203,20
2013,District II ,7,20,203,20
900,Labinab Grande ,8,20,203,20
1202,Labinab Pequeño ,9,20,203,20
702,Mallalatang Grande,10,20,203,20
779,Mallalatang Tunggui,11,20,203,20
1247,Napaccu Grande,12,20,203,20
1423,Napaccu Pequeño,13,20,203,20
511,Salucong,14,20,203,20
1461,Santor,15,20,203,20
1421,Sinippil,16,20,203,20
1878,Tallungan ,17,20,203,20
3176,Turod,19,20,203,20
1269,Villador,20,20,203,20
1090,Santiago,21,20,203,20
855,Anao,1,20,203,20
1597,Imbiao,4,20,203,20
1260,Lanting,5,20,203,20
795,Lucban,6,20,203,20
2351,Marcos,7,20,203,20
884,Masigun,8,20,203,20
6265,Rizal ,11,20,203,20
3797,Vira ,12,20,203,20
5703,Bantug ,13,20,203,20
1528,Luna ,14,20,203,20
1517,Quiling,15,20,203,20
1459,Rang-ayan,16,20,203,20
3531,San Antonio,17,20,203,20
1489,San Jose,18,20,203,20
1383,San Pedro,19,20,203,20
3491,San Placido,20,20,203,20
3714,San Rafael,21,20,203,20
3770,Simimbaan,23,20,203,20
1794,Sinamar,24,20,203,20
6336,Sotero Nuesa,25,20,203,20
1291,Villa Concepcion,26,20,203,20
3060,Matusalem,28,20,203,20
2034,Muñoz East,29,20,203,20
3694,Muñoz West,30,20,203,20
730,Doña Concha,31,20,203,20
1511,San Luis,32,20,203,20
1269,Bautista,1,20,203,20
501,Calaocan,2,20,203,20
1375,Dabubu Grande,3,20,203,20
568,Dabubu Pequeño,4,20,203,20
527,Dappig,5,20,203,20
1010,Laoag,6,20,203,20
1714,Mapalad,7,20,203,20
1521,Masaya Centro ,8,20,203,20
1069,Masaya Norte,9,20,203,20
2481,Masaya Sur,10,20,203,20
663,Nemmatan,11,20,203,20
1332,Palacian,12,20,203,20
754,Panang,13,20,203,20
691,Quimalabasa Norte,14,20,203,20
392,Quimalabasa Sur,15,20,203,20
385,Rang-ay,16,20,203,20
1084,Salay,17,20,203,20
499,San Antonio,18,20,203,20
1631,Santo Niño,19,20,203,20
525,Santos,20,20,203,20
573,Sinaoangan Norte,21,20,203,20
547,Sinaoangan Sur,22,20,203,20
985,Virgoneza,23,20,203,20
514,Anonang,1,20,203,20
450,Aringay,2,20,203,20
2575,Centro 1 ,4,20,203,20
2370,Centro 2 ,5,20,203,20
1078,Colorado,6,20,203,20
760,Dietban,7,20,203,20
920,Dingading,8,20,203,20
909,Dipacamo,9,20,203,20
479,Estrella,10,20,203,20
1147,Guam,11,20,203,20
989,Nakar,13,20,203,20
488,Palawan,14,20,203,20
575,Progreso,15,20,203,20
1440,Rizal,16,20,203,20
407,San Francisco Sur,17,20,203,20
266,San Mariano Norte,18,20,203,20
608,San Mariano Sur,19,20,203,20
688,Sinalugan,20,20,203,20
308,Villa Remedios,21,20,203,20
795,Villa Rose,22,20,203,20
557,Villa Sanchez,23,20,203,20
369,Villa Teresita,24,20,203,20
1058,Burgos,25,20,203,20
505,San Francisco Norte,26,20,203,20
447,Calaoagan,27,20,203,20
213,San Rafael,28,20,203,20
1623,Camarag,1,20,203,20
2888,Cebu,2,20,203,20
3045,Gomez,3,20,203,20
1720,Gud,4,20,203,20
1970,Nagbukel,5,20,203,20
741,Patanad,6,20,203,20
3863,Quezon,7,20,203,20
1829,Ramos East,9,20,203,20
2123,Ramos West,10,20,203,20
1854,Rizal East ,12,20,203,20
1072,Rizal West ,13,20,203,20
1916,Victoria,14,20,203,20
2400,Villaflor,15,20,203,20
430,Agliam,1,20,203,20
3027,Babanuang,2,20,203,20
653,Cabaritan,3,20,203,20
972,Caraniogan,4,20,203,20
2285,Eden,6,20,203,20
1836,Malalinta,7,20,203,20
1791,Mararigue,8,20,203,20
2007,Nueva Era,9,20,203,20
619,Pisang,10,20,203,20
2830,District 1 ,11,20,203,20
2524,District 2 ,12,20,203,20
3004,District 3 ,13,20,203,20
2506,District 4 ,14,20,203,20
625,San Francisco,15,20,203,20
1832,Sandiat Centro,16,20,203,20
1384,Sandiat East,17,20,203,20
2305,Sandiat West,18,20,203,20
1660,Santa Cruz,19,20,203,20
1795,Villanueva,20,20,203,20
2355,Alibadabad,1,20,203,20
2138,Binatug,3,20,203,20
1924,Bitabian,4,20,203,20
814,Buyasan,5,20,203,20
1828,Cadsalan,6,20,203,20
1593,Casala,7,20,203,20
1815,Cataguing,8,20,203,20
1465,Daragutan East,9,20,203,20
1829,Daragutan West,10,20,203,20
1764,Del Pilar,11,20,203,20
1883,Dibuluan,12,20,203,20
2012,Dicamay,13,20,203,20
767,Dipusu,14,20,203,20
2921,Disulap,15,20,203,20
633,Disusuan,16,20,203,20
1779,Gangalan,17,20,203,20
732,Ibujan,18,20,203,20
1270,Libertad,19,20,203,20
744,Macayucayu,20,20,203,20
853,Mallabo,21,20,203,20
1057,Marannao,22,20,203,20
4662,Minanga,23,20,203,20
2274,Old San Mariano,24,20,203,20
1021,Palutan,25,20,203,20
813,Panninan,26,20,203,20
1590,Zone I ,27,20,203,20
2463,Zone II ,28,20,203,20
3722,Zone III ,29,20,203,20
2622,San Jose,30,20,203,20
942,San Pablo,31,20,203,20
601,San Pedro,32,20,203,20
2521,Santa Filomina,33,20,203,20
1076,Tappa,34,20,203,20
1754,Ueg,35,20,203,20
469,Zamora,38,20,203,20
1418,Balagan,39,20,203,20
945,Bacarreña,1,20,203,20
2512,Bagong Sikat,2,20,203,20
1385,Bella Luz,3,20,203,20
1468,Daramuangan Sur,4,20,203,20
1480,Estrella,5,20,203,20
2221,Gaddanan,7,20,203,20
2564,Malasin,9,20,203,20
708,Mapuroc,10,20,203,20
1575,Marasat Grande,11,20,203,20
2222,Marasat Pequeño,12,20,203,20
2061,Old Centro I,13,20,203,20
994,Old Centro II,14,20,203,20
1875,Barangay I ,17,20,203,20
1930,Barangay II ,18,20,203,20
2188,Barangay III ,19,20,203,20
3134,Barangay IV ,20,20,203,20
2757,Salinungan East,21,20,203,20
5871,Salinungan West,24,20,203,20
937,San Andres,25,20,203,20
1093,San Antonio,26,20,203,20
1180,San Ignacio,27,20,203,20
1918,San Manuel,28,20,203,20
1821,San Marcos,29,20,203,20
1253,San Roque,30,20,203,20
4542,Sinamar Norte,31,20,203,20
2156,Sinamar Sur,32,20,203,20
4848,Victoria,33,20,203,20
2231,Villafuerte,35,20,203,20
1334,Villa Cruz,36,20,203,20
1061,Villa Magat,37,20,203,20
797,Villa Gamiao,38,20,203,20
1607,Dagupan,39,20,203,20
1995,Daramuangan Norte,40,20,203,20
1157,Annanuman,1,20,203,20
1145,Auitan,2,20,203,20
2184,Ballacayu,3,20,203,20
2396,Binguang,4,20,203,20
2074,Bungad,5,20,203,20
2180,Dalena,6,20,203,20
1646,Caddangan/Limbauan,7,20,203,20
1343,Calamagui,8,20,203,20
710,Caralucud,9,20,203,20
656,Guminga,10,20,203,20
1222,Minanga Norte,11,20,203,20
1391,Minanga Sur,12,20,203,20
1444,San Jose,13,20,203,20
862,Poblacion,14,20,203,20
2575,Simanu Norte,15,20,203,20
936,Simanu Sur,16,20,203,20
2399,Tupa,17,20,203,20
2932,Bangad,1,20,203,20
853,Buenavista,2,20,203,20
1629,Calamagui North,3,20,203,20
1033,Calamagui East,4,20,203,20
926,Calamagui West,5,20,203,20
963,Divisoria,7,20,203,20
1140,Lingaling,8,20,203,20
1925,Mozzozzin Sur,9,20,203,20
1058,Mozzozzin North,10,20,203,20
1758,Naganacan,11,20,203,20
1576,Poblacion 1,12,20,203,20
550,Poblacion 2,13,20,203,20
2187,Poblacion 3,14,20,203,20
1179,Quinagabian,15,20,203,20
1507,San Antonio,16,20,203,20
1163,San Isidro East,17,20,203,20
1035,San Isidro West,18,20,203,20
793,San Rafael West,19,20,203,20
623,San Rafael East,20,20,203,20
928,Villabuena,21,20,203,20
1946,Abra,1,20,203,20
1561,Ambalatungan,2,20,203,20
4629,Balintocatoc,3,20,203,20
6431,Baluarte,4,20,203,20
2118,Bannawag Norte,5,20,203,20
9009,Batal,6,20,203,20
4525,Buenavista,7,20,203,20
3565,Cabulay,8,20,203,20
4269,Calao East ,9,20,203,20
1183,Calao West ,10,20,203,20
6239,Calaocan,11,20,203,20
2117,Villa Gonzaga,12,20,203,20
905,Centro East ,13,20,203,20
1216,Centro West ,14,20,203,20
4214,Divisoria,15,20,203,20
2304,Dubinan East,16,20,203,20
3188,Dubinan West,17,20,203,20
1107,Luna,18,20,203,20
7286,Mabini,19,20,203,20
4947,Malvar,20,20,203,20
3895,Nabbuan,21,20,203,20
5986,Naggasican,22,20,203,20
5852,Patul,23,20,203,20
7377,Plaridel,24,20,203,20
14362,Rizal,25,20,203,20
12399,Rosario,26,20,203,20
5554,Sagana,27,20,203,20
2094,Salvador,28,20,203,20
2141,San Andres,29,20,203,20
1087,San Isidro,30,20,203,20
1322,San Jose,31,20,203,20
1474,Sinili,32,20,203,20
3651,Sinsayon,33,20,203,20
772,Santa Rosa,34,20,203,20
4250,Victory Norte,35,20,203,20
2170,Victory Sur,36,20,203,20
1435,Villasis,37,20,203,20
839,Ammugauan,1,20,203,20
500,Antagan,2,20,203,20
895,Bagabag,3,20,203,20
1268,Bagutari,4,20,203,20
1985,Balelleng,5,20,203,20
1096,Barumbong,6,20,203,20
1220,Bubug,8,20,203,20
1851,Bolinao-Culalabo,9,20,203,20
726,Cañogan Abajo Norte,10,20,203,20
703,Calinaoan Centro,13,20,203,20
478,Calinaoan Malasin,15,20,203,20
613,Calinaoan Norte,16,20,203,20
666,Cañogan Abajo Sur,17,20,203,20
919,Cañogan Alto,18,20,203,20
2788,Centro,19,20,203,20
1161,Colunguan,20,20,203,20
253,Malapagay,21,20,203,20
667,San Rafael Abajo,22,20,203,20
675,San Rafael Alto,23,20,203,20
1198,San Roque,24,20,203,20
1403,San Vicente,25,20,203,20
113,Uauang-Tuliao,26,20,203,20
0,Uauang-Galicia,27,20,203,20
724,Biga Occidental,29,20,203,20
717,Biga Oriental,30,20,203,20
480,Calanigan Norte,31,20,203,20
590,Calanigan Sur,32,20,203,20
2021,Annafunan,1,20,203,20
3293,Antagan I,2,20,203,20
1562,Antagan II,3,20,203,20
2185,Arcon,5,20,203,20
1563,Balug,7,20,203,20
1141,Banig,8,20,203,20
1057,Bantug,9,20,203,20
1525,Bayabo East,10,20,203,20
1653,Caligayan,12,20,203,20
2467,Camasi,13,20,203,20
1069,Carpentero,14,20,203,20
1375,Compania,15,20,203,20
2428,Cumabao,16,20,203,20
953,Fugu Abajo,18,20,203,20
716,Fugu Norte,19,20,203,20
169,Fugu Sur,20,20,203,20
2410,Fermeldy,21,20,203,20
851,Lalauanan,22,20,203,20
3108,Lanna,23,20,203,20
2755,Lapogan,24,20,203,20
1626,Lingaling,25,20,203,20
1954,Liwanag,26,20,203,20
1379,Santa Visitacion,27,20,203,20
874,Malamag East,29,20,203,20
1003,Malamag West,30,20,203,20
2409,Maligaya,31,20,203,20
1391,Minanga,32,20,203,20
1614,Namnama,33,20,203,20
1321,Paragu,35,20,203,20
1823,Pilitan,36,20,203,20
792,Barangay District 1 ,37,20,203,20
763,Barangay District 2 ,38,20,203,20
770,Barangay District 3 ,39,20,203,20
895,Barangay District 4 ,40,20,203,20
2684,San Mateo,41,20,203,20
2979,San Pedro,42,20,203,20
1738,San Vicente,44,20,203,20
1208,Santa,45,20,203,20
998,Santa Catalina,46,20,203,20
1330,Santo Niño,47,20,203,20
305,Sinippil,48,20,203,20
108,Sisim Abajo,50,20,203,20
1233,Sisim Alto,51,20,203,20
594,Tunggui,53,20,203,20
3123,Ugad,54,20,203,20
1528,Moldero,55,20,203,20
2168,Ammoweg,1,20,205,20
1406,Camandag,4,20,205,20
1959,Labang,5,20,205,20
1466,Napo,6,20,205,20
2953,Poblacion,7,20,205,20
1371,Salingsingan,8,20,205,20
2343,Tiblac,9,20,205,20
1806,Dulli,10,20,205,20
3419,Banganan,1,20,205,20
2172,Beti,2,20,205,20
2609,Bone North,3,20,205,20
4390,Bone South,4,20,205,20
2488,Calitlitan,5,20,205,20
4229,Comon,6,20,205,20
1853,Cutar,7,20,205,20
2760,Darapidap,8,20,205,20
3210,Kirang,9,20,205,20
1321,Nagcuartelan,10,20,205,20
4354,Poblacion,11,20,205,20
1219,Sta. Clara,12,20,205,20
655,Tabueng,13,20,205,20
1556,Tucanon,14,20,205,20
453,Anayo,16,20,205,20
590,Baan,17,20,205,20
796,Balite,18,20,205,20
774,Canabuan,19,20,205,20
946,Canarem,20,20,205,20
632,Latar-Nocnoc-San Francisco,21,20,205,20
940,Ocao-Capiniaan,22,20,205,20
831,Yaway,23,20,205,20
974,Bakir,1,20,205,20
5253,Baretbet,2,20,205,20
2302,Careb,3,20,205,20
2763,Lantap,4,20,205,20
2864,Murong,5,20,205,20
1441,Nangalisan,6,20,205,20
1980,Paniki,7,20,205,20
1913,Pogonsino,8,20,205,20
1338,San Geronimo ,9,20,205,20
2238,San Pedro ,10,20,205,20
1072,Sta. Cruz,11,20,205,20
2932,Sta. Lucia,12,20,205,20
2051,Tuao North,14,20,205,20
3055,Villa Coloma ,15,20,205,20
1307,Quirino ,16,20,205,20
1852,Villaros,17,20,205,20
2650,Tuao South,18,20,205,20
1924,Abian,1,20,205,20
1295,Abinganan,2,20,205,20
1940,Aliaga,3,20,205,20
2982,Almaguer North,5,20,205,20
1932,Almaguer South,6,20,205,20
4310,Banggot ,7,20,205,20
1840,Barat,8,20,205,20
3035,Buag ,9,20,205,20
2839,Calaocan ,10,20,205,20
1513,Dullao,11,20,205,20
3935,Homestead,12,20,205,20
2449,Indiana,13,20,205,20
2807,Mabuslo,14,20,205,20
1689,Macate,15,20,205,20
760,Manamtam,16,20,205,20
1370,Mauan,17,20,205,20
3050,Salinas,18,20,205,20
2294,San Antonio North,20,20,205,20
1598,San Antonio South,21,20,205,20
2534,San Fernando,22,20,205,20
2101,San Leonardo,23,20,205,20
3129,Santo Domingo,24,20,205,20
1236,Pallas,25,20,205,20
1965,Magsaysay Hills,26,20,205,20
1262,Santo Domingo West,27,20,205,20
3159,Bonfal East,1,20,205,20
4923,Bonfal Proper,2,20,205,20
5308,Bonfal West,3,20,205,20
3591,Buenavista,4,20,205,20
3523,Busilac,5,20,205,20
1854,Casat,6,20,205,20
2236,La Torre North,8,20,205,20
1254,Magapuy,9,20,205,20
5496,Magsaysay,10,20,205,20
3693,Masoc,11,20,205,20
2526,Paitan,12,20,205,20
1019,Don Domingo Maddela Pob. ,14,20,205,20
1096,Don Tomas Maddela Pob.,15,20,205,20
2290,District III Pob.,16,20,205,20
3670,District IV ,17,20,205,20
967,Bansing,19,20,205,20
1243,Cabuaan,20,20,205,20
1976,Don Mariano Marcos,21,20,205,20
541,Ipil-Cuneg,22,20,205,20
2508,La Torre South,23,20,205,20
1509,Luyang,24,20,205,20
4014,Salvacion,25,20,205,20
2329,San Nicolas North,26,20,205,20
2642,Santa Rosa,27,20,205,20
4347,Vista Alegre,28,20,205,20
932,Arwas,1,20,205,20
1338,Balete,2,20,205,20
1563,Bugnay,3,20,205,20
774,Decabacan,4,20,205,20
951,Duruarog,5,20,205,20
991,Escoting,6,20,205,20
1244,Nagsabaran,7,20,205,20
1283,Namamparan,8,20,205,20
703,Pinya,9,20,205,20
3542,Poblacion,10,20,205,20
855,Ampakleng,11,20,205,20
1186,Butao,12,20,205,20
309,Langka,13,20,205,20
602,Lurad,14,20,205,20
324,Rosario,15,20,205,20
626,San Luis,16,20,205,20
825,San Pablo,17,20,205,20
529,Villa Aurora,18,20,205,20
659,Villa Florentino,19,20,205,20
3526,Belance,2,20,205,20
848,Bulala,3,20,205,20
2328,Inaban,9,20,205,20
4330,Ineangan,10,20,205,20
1894,Lamo,11,20,205,20
2826,Mabasa,12,20,205,20
5017,Malasin ,13,20,205,20
1375,Munguia,15,20,205,20
2222,Oyao,16,20,205,20
580,New Gumiad,18,20,205,20
547,Yabbi,19,20,205,20
2078,Binuangan,20,20,205,20
3239,Bitnong,21,20,205,20
1614,Macabenga,22,20,205,20
871,Parai,23,20,205,20
576,Abaca,1,20,205,20
817,Banila,3,20,205,20
1103,Carolotan,4,20,205,20
1293,Gabut,7,20,205,20
1226,Ganao,8,20,205,20
320,Lukidnon,10,20,205,20
2340,Mangayang,11,20,205,20
1195,Palabotan,12,20,205,20
1220,Biruk,13,20,205,20
963,Bagumbayan,14,20,205,20
709,Balsain,15,20,205,20
1158,Canabay,16,20,205,20
1573,Domang,17,20,205,20
1900,Dopaj,18,20,205,20
1394,Kimbutan,19,20,205,20
1261,Kinabuan,20,20,205,20
1024,Sanguit,21,20,205,20
668,Santa Maria,22,20,205,20
484,Talbek,23,20,205,20
1675,Antutot,1,20,205,20
1044,Alimit,2,20,205,20
2318,Poblacion,3,20,205,20
427,Belet,4,20,205,20
796,Binogawan,5,20,205,20
1470,Bua,6,20,205,20
2050,Biyoy,7,20,205,20
1319,Capisaan,8,20,205,20
1546,Cordon,9,20,205,20
3443,Didipio,10,20,205,20
1085,Dine,11,20,205,20
1040,Kakiduguen,12,20,205,20
1195,Lupa,14,20,205,20
1620,Macalong,15,20,205,20
792,Malabing,16,20,205,20
1986,Muta,17,20,205,20
1347,Pao,18,20,205,20
1155,Papaya,19,20,205,20
1762,Pudi,20,20,205,20
414,Tukod,21,20,205,20
1014,Siguem,22,20,205,20
986,Tadji,23,20,205,20
1266,Wangal,24,20,205,20
1567,Watwat,25,20,205,20
420,Camamasi,26,20,205,20
917,Catarawan,27,20,205,20
2012,Nantawakan,28,20,205,20
1314,Alloy,29,20,205,20
2327,Kongkong,30,20,205,20
1469,Paquet,31,20,205,20
976,Acacia,1,20,205,20
230,Amelong Labeng,2,20,205,20
115,Ansipsip,3,20,205,20
963,Baan,4,20,205,20
1236,Babadi,5,20,205,20
649,Balangabang,6,20,205,20
720,Banao,7,20,205,20
940,Binalian,8,20,205,20
962,Besong,9,20,205,20
207,Cabalatan Alang,10,20,205,20
751,Cabanglasan,11,20,205,20
227,Kayapa Proper East,12,20,205,20
1351,Kayapa Proper West,13,20,205,20
2210,Mapayao,14,20,205,20
1677,Nansiakan,15,20,205,20
1159,Pampang ,16,20,205,20
782,Pangawan,17,20,205,20
2182,Pinayag,18,20,205,20
1652,Pingkian,19,20,205,20
887,San Fabian,20,20,205,20
321,Talicabcab,21,20,205,20
669,Tubungan,22,20,205,20
626,Alang Salacsac,23,20,205,20
1021,Balete,24,20,205,20
485,Buyasyas,25,20,205,20
577,Cabayo,26,20,205,20
699,Castillo Village,27,20,205,20
917,Latbang,28,20,205,20
808,Lawigan,29,20,205,20
470,Tidang Village,30,20,205,20
1628,Aurora,1,20,205,20
1681,Baresbes,2,20,205,20
2970,Buliwao,3,20,205,20
920,Bonifacio,4,20,205,20
942,Calaocan,5,20,205,20
1998,Caliat ,6,20,205,20
1808,Darubba,7,20,205,20
2426,Maddiangat,8,20,205,20
1675,Nalubbunan,9,20,205,20
5548,Runruno,10,20,205,20
1124,Maasin,11,20,205,20
1335,Dagupan,12,20,205,20
1855,Bacneng,2,20,205,20
1853,Baliling,3,20,205,20
1517,Bantinan,4,20,205,20
778,Baracbac,5,20,205,20
1219,Buyasyas,6,20,205,20
828,Imugan,8,20,205,20
1197,Poblacion,9,20,205,20
1172,Sinapaoan,10,20,205,20
1402,Tactac,11,20,205,20
2041,Villa Flores,12,20,205,20
555,Atbu,13,20,205,20
850,Balete,14,20,205,20
2047,Canabuan,15,20,205,20
234,Malico,16,20,205,20
306,Santa Rosa,17,20,205,20
422,Unib,18,20,205,20
2999,Aggub,1,20,205,20
1178,Bangaan,2,20,205,20
1130,Bangar,3,20,205,20
3803,Bascaran,4,20,205,20
4832,Curifang,5,20,205,20
1195,Dadap,6,20,205,20
1446,Lactawan,7,20,205,20
5700,Osmeña,8,20,205,20
976,Poblacion North,9,20,205,20
819,Poblacion South,10,20,205,20
5404,Quezon,11,20,205,20
6405,Quirino,12,20,205,20
8696,Roxas,13,20,205,20
1798,San Juan,14,20,205,20
2648,San Luis,15,20,205,20
1182,Tucal,17,20,205,20
4092,Uddiawan,18,20,205,20
1296,Wacal,19,20,205,20
4462,Bagahabag,20,20,205,20
2481,Communal,21,20,205,20
1770,Concepcion,22,20,205,20
975,Pilar D. Galima,23,20,205,20
2995,Bintawan Sur,1,20,205,20
4416,Ibung,2,20,205,20
1859,Cabuluan,3,20,205,20
2679,Nagbitin,4,20,205,20
998,Ocapon,5,20,205,20
1463,Pieza,6,20,205,20
1508,Sawmill,7,20,205,20
1468,Poblacion,8,20,205,20
2732,Bintawan Norte,9,20,205,20
1440,Abuyo,1,20,205,20
925,Galintuja,2,20,205,20
393,Cawayan,3,20,205,20
469,Lipuga,4,20,205,20
3980,Lublub ,5,20,205,20
1332,Pelaway,6,20,205,20
1201,Dagupan,1,20,205,20
1310,Dumabel,2,20,205,20
1006,Dungo,3,20,205,20
943,Guinalbin,4,20,205,20
2027,Ligaya,5,20,205,20
2088,Palacian,6,20,205,20
1495,Pinaripad Sur,7,20,205,20
1209,Progreso ,8,20,205,20
841,Ramos,9,20,205,20
278,Rang-ayan,10,20,205,20
603,San Antonio,11,20,205,20
1920,San Francisco,12,20,205,20
2676,San Leonardo,13,20,205,20
694,San Ramon,14,20,205,20
1403,Victoria,15,20,205,20
914,Villa Pagaduan,16,20,205,20
1604,Villa Santiago,17,20,205,20
1415,Alicia,18,20,205,20
594,Cabugao,19,20,205,20
1042,Diodol,20,20,205,20
732,Nagabgaban,21,20,205,20
1224,Pinaripad Norte,22,20,205,20
1644,San Benigno,23,20,205,20
958,San Manuel,24,20,205,20
893,Villa Ventura,25,20,205,20
655,Banuar,1,20,205,20
4133,Burgos,2,20,205,20
748,Calaocan,3,20,205,20
676,Del Pilar,4,20,205,20
2594,Dibibi,5,20,205,20
1088,Eden,6,20,205,20
4465,Gundaway ,7,20,205,20
3775,Mangandingay ,8,20,205,20
2869,San Marcos,9,20,205,20
2632,Villamor,10,20,205,20
3396,Zamora,11,20,205,20
800,Villarose,12,20,205,20
690,Villa Peña,13,20,205,20
1573,Dingasan,14,20,205,20
1932,Tucod,15,20,205,20
619,Gomez,16,20,205,20
888,Santo Domingo,17,20,205,20
4037,Andres Bonifacio ,1,20,205,20
1581,Aurora East ,2,20,205,20
2908,Aurora West ,3,20,205,20
870,Baguio Village,4,20,205,20
1796,Balagbag,5,20,205,20
2380,Bannawag,6,20,205,20
2082,Cajel,7,20,205,20
1573,Campamento,8,20,205,20
1938,Diego Silang,9,20,205,20
804,"Don Mariano Perez, Sr.",10,20,205,20
733,Doña Imelda,11,20,205,20
2084,Dumanisi,12,20,205,20
2108,Gabriela Silang,13,20,205,20
1820,Gulac,14,20,205,20
1485,Guribang,15,20,205,20
1514,Ifugao Village,16,20,205,20
2108,Isidro Paredes,17,20,205,20
4293,Rizal ,18,20,205,20
2953,Liwayway,19,20,205,20
2316,Luttuad,20,20,205,20
890,Magsaysay,21,20,205,20
694,Makate,22,20,205,20
1808,Maria Clara,23,20,205,20
793,Rafael Palma,24,20,205,20
1684,Ricarte Norte,25,20,205,20
674,Ricarte Sur,26,20,205,20
1365,San Antonio,27,20,205,20
2030,San Isidro,28,20,205,20
687,San Pascual,29,20,205,20
