population,name,code,region_code,province_code,municipality_code
3961,Banocboc,2,50,501,50
1239,Cagbalogo,4,50,501,50
5138,Calangcawan Norte,5,50,501,50
5436,Calangcawan Sur,6,50,501,50
3367,Guinacutan,7,50,501,50
1172,Mangcayo,8,50,501,50
1627,Mangcawayan,9,50,501,50
1212,Manlucugan,10,50,501,50
1984,Matango,11,50,501,50
2474,Napilihan,12,50,501,50
1852,Pinagtigasan,13,50,501,50
2218,Barangay I ,14,50,501,50
1865,Barangay II ,15,50,501,50
2145,Barangay III ,16,50,501,50
3618,Sabang,17,50,501,50
4656,Santo Domingo,18,50,501,50
1557,Singi,19,50,501,50
1638,Sula,20,50,501,50
4600,Agdangan Pob.,1,50,501,50
867,Antipolo,2,50,501,50
2213,Bagumbayan,3,50,501,50
1087,Caranday,4,50,501,50
296,Cristo Rey,5,50,501,50
496,Del Pilar,6,50,501,50
1409,Del Rosario ,7,50,501,50
1203,Iyagan,8,50,501,50
2335,La Medalla,9,50,501,50
560,Lourdes,10,50,501,50
309,Nababarera,11,50,501,50
4410,Sagrada,12,50,501,50
3225,Salvacion,13,50,501,50
7973,Buluang,14,50,501,50
2424,San Francisco ,15,50,501,50
3827,San Isidro,16,50,501,50
2425,San Jose ,17,50,501,50
3803,San Juan,18,50,501,50
2033,San Nicolas ,19,50,501,50
312,San Rafael,20,50,501,50
1413,Pugay,21,50,501,50
459,San Ramon ,22,50,501,50
1002,San Roque ,23,50,501,50
4564,San Vicente,24,50,501,50
2961,Santa Cruz ,25,50,501,50
985,Santa Eulalia,26,50,501,50
406,Santa Isabel,27,50,501,50
308,Santa Teresa,28,50,501,50
2720,Santa Teresita,29,50,501,50
868,Tapol,30,50,501,50
1318,Cabanbanan,2,50,501,50
962,Cabungan,3,50,501,50
425,Camangahan,4,50,501,50
314,Cayogcog,6,50,501,50
2977,Coguit,7,50,501,50
5473,Duran,8,50,501,50
2340,Laganac,9,50,501,50
3923,Luluasan,10,50,501,50
362,Montenegro,11,50,501,50
2140,Pararao,12,50,501,50
4969,Siramag ,13,50,501,50
888,Pulang Daga,14,50,501,50
619,Sagrada Nacacale,15,50,501,50
1301,San Francisco,16,50,501,50
452,Santiago Nacacale,17,50,501,50
1575,Tapayas,18,50,501,50
631,Tomatarayo,19,50,501,50
1932,Agos,1,50,501,50
1129,Bacolod,2,50,501,50
2159,Buluang,3,50,501,50
543,Caricot,4,50,501,50
1680,Cawacagan,5,50,501,50
336,Cotmon,6,50,501,50
857,Cristo Rey,7,50,501,50
420,Del Rosario,8,50,501,50
1690,Divina Pastora ,9,50,501,50
1351,Goyudan,10,50,501,50
458,Lobong,11,50,501,50
211,Lubigan,12,50,501,50
276,Mainit,13,50,501,50
302,Manga,14,50,501,50
2963,Masoli,15,50,501,50
707,Neighborhood,16,50,501,50
751,Niño Jesus,17,50,501,50
2699,Pagatpatan,18,50,501,50
795,Palo,19,50,501,50
2012,Payak,20,50,501,50
882,Sagrada,23,50,501,50
1622,Salvacion,24,50,501,50
212,San Isidro ,25,50,501,50
2231,San Juan,26,50,501,50
4389,San Miguel,27,50,501,50
1587,San Rafael ,28,50,501,50
2059,San Roque,29,50,501,50
6711,San Vicente,30,50,501,50
3079,Santa Cruz ,31,50,501,50
3588,Santiago ,32,50,501,50
306,Sooc,33,50,501,50
669,Tagpolo,34,50,501,50
1549,Tres Reyes ,35,50,501,50
4372,San Antonio,1,50,501,50
2645,San Francisco,2,50,501,50
1275,San Isidro ,3,50,501,50
1274,San Jose ,4,50,501,50
583,Pagao,5,50,501,50
2603,San Roque ,6,50,501,50
2798,Siembre,7,50,501,50
2445,Santo Domingo,8,50,501,50
2265,Antipolo,1,50,501,50
1591,Burocbusoc,2,50,501,50
1991,Cabatuan,3,50,501,50
773,Cagmaslog,4,50,501,50
480,Amlongan,5,50,501,50
1450,De La Fe,7,50,501,50
858,Divino Rostro,9,50,501,50
1533,Ipil,10,50,501,50
746,Gabas,11,50,501,50
1962,Ibayugan,12,50,501,50
1968,Igbac,13,50,501,50
3178,Iraya,14,50,501,50
708,Labawon,15,50,501,50
1768,Delos Angeles,16,50,501,50
3237,Monte Calvario,18,50,501,50
444,Namurabod,19,50,501,50
4577,Sagrada Familia,20,50,501,50
3228,Salvacion,21,50,501,50
1920,San Antonio,22,50,501,50
2365,San Buenaventura ,23,50,501,50
1080,San Francisco,24,50,501,50
2748,San Isidro,25,50,501,50
1279,San Jose Baybayon,26,50,501,50
1970,San Jose Salay,27,50,501,50
876,Macaangay,28,50,501,50
1238,San Pascual ,29,50,501,50
2317,San Pedro ,30,50,501,50
2670,San Rafael,31,50,501,50
1817,San Ramon,32,50,501,50
772,San Roque ,33,50,501,50
3208,San Vicente,34,50,501,50
2693,Santa Clara ,35,50,501,50
2233,Santa Cruz,36,50,501,50
3819,Santa Elena ,37,50,501,50
1169,Santa Isabel,38,50,501,50
6159,Santa Justina,39,50,501,50
3841,Lourdes,40,50,501,50
4375,Tambo,41,50,501,50
1599,Bagoladio,1,50,501,50
2215,Bagumbayan,2,50,501,50
3802,Balaogan,3,50,501,50
1492,Caorasan,4,50,501,50
4281,Casugad,5,50,501,50
2517,Causip,6,50,501,50
5569,Fabrica,7,50,501,50
1305,Inoyonan,8,50,501,50
1839,Itangon,9,50,501,50
649,Kinalabasahan,11,50,501,50
1649,La Purisima,12,50,501,50
1444,La Victoria,13,50,501,50
1685,Lanipga,14,50,501,50
2593,Lubgan,15,50,501,50
1619,Ombao Heights,16,50,501,50
2149,Ombao Polpog,17,50,501,50
7002,Palsong,18,50,501,50
2339,Panoypoyan,19,50,501,50
2997,Pawili,20,50,501,50
2022,Sagrada,21,50,501,50
1172,Salvacion ,22,50,501,50
1480,San Agustin,23,50,501,50
1319,San Francisco,24,50,501,50
1746,San Isidro,25,50,501,50
2563,San Jose,26,50,501,50
2941,San Miguel,27,50,501,50
1813,San Ramon,28,50,501,50
2446,San Roque ,29,50,501,50
645,San Roque Heights,30,50,501,50
2226,Santa Elena,31,50,501,50
1835,Santo Domingo,32,50,501,50
1408,Santo Niño,33,50,501,50
782,Taisan,34,50,501,50
2484,Barcelonita,1,50,501,50
1761,Biong,2,50,501,50
1521,Camagong,4,50,501,50
5104,Castillo,5,50,501,50
1304,New Poblacion,6,50,501,50
2854,Pandan,7,50,501,50
2360,San Pedro,8,50,501,50
1074,Santa Cruz,9,50,501,50
795,Santa Lutgarda ,10,50,501,50
564,Balatasan,1,50,501,50
1093,Balombon,2,50,501,50
1415,Balongay,3,50,501,50
1674,Belen,4,50,501,50
2214,Bigaas,5,50,501,50
1910,Binanuaanan Grande,6,50,501,50
686,Binanuaanan Pequeño,7,50,501,50
1995,Binaliw,8,50,501,50
4111,Bonot-Santa Rosa,9,50,501,50
1616,Burabod,10,50,501,50
1019,Cabanbanan,11,50,501,50
1893,Cagsao,12,50,501,50
2614,Camuning,13,50,501,50
1615,Comaguingking,14,50,501,50
699,Del Carmen ,15,50,501,50
1129,Dominorog,16,50,501,50
1630,Fabrica,17,50,501,50
2089,Harobay,18,50,501,50
701,La Purisima,19,50,501,50
1340,Lugsad,21,50,501,50
4110,Manguiring,22,50,501,50
1852,Pagatpat,23,50,501,50
4380,Paolbo,24,50,501,50
726,Pinada,25,50,501,50
353,Punta Tarawal,26,50,501,50
1340,Quinale,27,50,501,50
5683,Sabang,28,50,501,50
2802,Salvacion-Baybay,29,50,501,50
679,San Antonio Poblacion,30,50,501,50
843,San Antonio,31,50,501,50
448,San Bernardino,32,50,501,50
1091,San Francisco ,33,50,501,50
1261,San Isidro,34,50,501,50
2651,San Lucas,36,50,501,50
1368,San Miguel ,37,50,501,50
773,San Pablo ,38,50,501,50
6333,San Roque,39,50,501,50
530,San Vicente ,40,50,501,50
5456,Santa Cruz Ratay,41,50,501,50
2052,Santa Cruz Poblacion,42,50,501,50
917,Santa Isabel ,43,50,501,50
1415,Santa Salud ,44,50,501,50
3675,Santo Domingo,45,50,501,50
675,Santo Niño,46,50,501,50
1118,Siba-o,47,50,501,50
1763,Sibobo,48,50,501,50
1359,Sogod,49,50,501,50
1246,Tomagodtod,50,50,501,50
4842,Dugcal,1,50,501,50
5037,Marupit,2,50,501,50
874,San Francisco,3,50,501,50
1067,San Juan-San Ramon ,5,50,501,50
496,San Lucas ,7,50,501,50
1495,San Marcos ,8,50,501,50
1596,San Mateo ,9,50,501,50
671,San Jose-San Pablo ,11,50,501,50
3098,San Roque,13,50,501,50
506,Santo Domingo ,14,50,501,50
707,Santo Tomas ,15,50,501,50
2419,Sua,16,50,501,50
2228,Tarosanan,17,50,501,50
2458,Baras ,1,50,501,50
3744,Del Rosario,2,50,501,50
1768,Dinaga ,3,50,501,50
509,Fundado,4,50,501,50
2582,Haring,5,50,501,50
798,Iquin,6,50,501,50
591,Linaga,7,50,501,50
1949,Mangayawan,8,50,501,50
703,Palo,9,50,501,50
872,Pangpang ,10,50,501,50
1738,Poro,11,50,501,50
3192,San Agustin,12,50,501,50
1208,San Francisco,14,50,501,50
481,San Jose East,15,50,501,50
563,San Jose West,16,50,501,50
241,San Juan,17,50,501,50
753,San Nicolas,18,50,501,50
1220,San Roque,19,50,501,50
3166,San Vicente,20,50,501,50
1691,Santa Cruz ,21,50,501,50
1557,Santa Teresita,22,50,501,50
1317,Sua,23,50,501,50
1205,Talidtid,24,50,501,50
1899,Tibgao ,25,50,501,50
433,Agaas,1,50,501,50
596,Antolon,2,50,501,50
627,Bacgong,3,50,501,50
547,Bahay,4,50,501,50
1641,Bikal,5,50,501,50
1019,Binanuahan ,6,50,501,50
1491,Cabacongan,7,50,501,50
1102,Cadong,8,50,501,50
1305,Colongcogong,9,50,501,50
424,Canatuan,10,50,501,50
748,Caputatan,11,50,501,50
1599,Gogon,12,50,501,50
1415,Daraga,13,50,501,50
2115,Gata,14,50,501,50
2346,Gibgos,15,50,501,50
2810,Guijalo,16,50,501,50
1020,Hanopol,17,50,501,50
518,Hanoy,18,50,501,50
783,Haponan,19,50,501,50
826,Ilawod,20,50,501,50
1314,Ili-Centro ,22,50,501,50
833,Lidong,23,50,501,50
734,Lubas,24,50,501,50
976,Malabog,25,50,501,50
881,Maligaya,26,50,501,50
785,Mampirao,27,50,501,50
903,Mandiclum,28,50,501,50
837,Maqueda,29,50,501,50
560,Minalaba,30,50,501,50
1039,Oring,31,50,501,50
743,Oroc-Osoc,32,50,501,50
468,Pagolinan,33,50,501,50
1030,Pandanan,34,50,501,50
1797,Paniman,35,50,501,50
471,Patag-Belen,36,50,501,50
953,Pili-Centro,37,50,501,50
811,Pili-Tabiguian,38,50,501,50
499,Poloan,39,50,501,50
1114,Salvacion,40,50,501,50
774,San Roque,41,50,501,50
1095,San Vicente,42,50,501,50
883,Santa Cruz,43,50,501,50
986,Solnopan,44,50,501,50
1912,Tabgon,45,50,501,50
1022,Tabiguian,46,50,501,50
1323,Tabog,47,50,501,50
1804,Tawog ,48,50,501,50
700,Toboan,49,50,501,50
1116,Terogo,50,50,501,50
1165,Bagong Silang,1,50,501,50
170,Bucal,2,50,501,50
894,Cabasag,3,50,501,50
693,Comadaycaday,4,50,501,50
384,Domagondong,5,50,501,50
703,Kinalangan,6,50,501,50
1587,Comadogcadog,7,50,501,50
513,Mabini,8,50,501,50
1087,Magais I,9,50,501,50
264,Magais II,10,50,501,50
1174,Mansalaya,11,50,501,50
752,Nagkalit,12,50,501,50
702,Palaspas,13,50,501,50
291,Pamplona,14,50,501,50
1087,Pasay,15,50,501,50
690,Pinagdapian,16,50,501,50
107,Pinugusan,17,50,501,50
954,Zone I Fatima ,18,50,501,50
2207,Zone II San Antonio ,19,50,501,50
1525,Poblacion Zone III,20,50,501,50
2123,Sabang,21,50,501,50
476,Salvacion,22,50,501,50
1042,San Juan,23,50,501,50
301,San Pablo,24,50,501,50
694,Santa Rita I,25,50,501,50
220,Santa Rita II,26,50,501,50
595,Sinagawsawan,27,50,501,50
2324,Sinuknipan I,28,50,501,50
429,Sinuknipan II,29,50,501,50
423,Sugsugin,30,50,501,50
505,Tabion,31,50,501,50
322,Tomagoktok,32,50,501,50
1876,Cagbunga,1,50,501,50
1289,Dahilig,2,50,501,50
1254,Loob,4,50,501,50
1823,Malbong,5,50,501,50
530,Namuat,6,50,501,50
2252,Sampaloc,7,50,501,50
1323,District I ,8,50,501,50
1237,District II ,9,50,501,50
1280,Ason,1,50,501,50
2068,Bahi,2,50,501,50
1065,Binagasbasan,3,50,501,50
720,Burabod,4,50,501,50
539,Cagamutan,5,50,501,50
722,Cagnipa,6,50,501,50
757,Canlong,7,50,501,50
583,Dangla,8,50,501,50
1277,Del Pilar,9,50,501,50
1538,Denrica,10,50,501,50
2230,Harrison,11,50,501,50
822,Mansangat,12,50,501,50
1777,Pambuhan,13,50,501,50
1698,Barangay I ,14,50,501,50
1023,Barangay II ,15,50,501,50
721,Barangay III ,16,50,501,50
2713,Barangay IV ,17,50,501,50
701,Sagrada,18,50,501,50
660,Salvacion,19,50,501,50
1605,San Vicente,20,50,501,50
2163,Sumaoy,21,50,501,50
852,Tamiawon,22,50,501,50
1922,Toytoy,23,50,501,50
1988,Abucayan,1,50,501,50
1398,Bagumbayan Grande ,2,50,501,50
4344,Bagumbayan Pequeño ,3,50,501,50
1606,Balaynan,4,50,501,50
1852,Belen ,5,50,501,50
4441,Buyo,6,50,501,50
2797,Cagaycay,7,50,501,50
4551,Catagbacan,8,50,501,50
3090,Digdigon,9,50,501,50
2348,Gimaga,10,50,501,50
2022,Halawig-Gogon,11,50,501,50
2442,Hiwacloy,13,50,501,50
844,La Purisima ,14,50,501,50
1651,Lamon,15,50,501,50
5584,Matacla,16,50,501,50
919,Maymatan,17,50,501,50
1600,Maysalay,18,50,501,50
1501,Napawon,19,50,501,50
623,Panday ,20,50,501,50
2563,Payatan,21,50,501,50
2527,Pinaglabanan,22,50,501,50
1963,Salog,23,50,501,50
1794,San Benito ,24,50,501,50
1835,San Isidro West,25,50,501,50
1011,San Isidro ,26,50,501,50
840,San Jose ,27,50,501,50
1300,San Juan Bautista ,28,50,501,50
828,San Juan Evangelista ,29,50,501,50
1692,San Pedro,30,50,501,50
694,Scout Fuentebella,31,50,501,50
2279,Tabgon,32,50,501,50
2722,Tagongtong,33,50,501,50
346,Tamban,34,50,501,50
3373,Taytay,35,50,501,50
812,Antipolo,1,50,501,50
1214,Cristo Rey,2,50,501,50
2029,Del Rosario,3,50,501,50
2632,Francia,4,50,501,50
1647,La Anunciacion,5,50,501,50
2564,La Medalla,6,50,501,50
3174,La Purisima,7,50,501,50
2108,La Trinidad,8,50,501,50
897,Niño Jesus,9,50,501,50
4390,Perpetual Help,10,50,501,50
2051,Sagrada,11,50,501,50
3624,Salvacion,12,50,501,50
6805,San Agustin,13,50,501,50
622,San Andres,14,50,501,50
4074,San Antonio,15,50,501,50
6438,San Francisco ,16,50,501,50
9538,San Isidro,17,50,501,50
3123,San Jose,18,50,501,50
4473,San Juan,19,50,501,50
3314,San Miguel,20,50,501,50
11665,San Nicolas,21,50,501,50
2217,San Pedro,22,50,501,50
745,San Rafael,23,50,501,50
1790,San Ramon,24,50,501,50
2342,San Roque ,25,50,501,50
850,San Vicente Norte,26,50,501,50
2761,San Vicente Sur,27,50,501,50
692,Santa Cruz Norte,28,50,501,50
3064,Santa Cruz Sur,29,50,501,50
2529,Santa Elena,30,50,501,50
686,Santa Isabel,31,50,501,50
3326,Santa Maria,32,50,501,50
3083,Santa Teresita,33,50,501,50
2909,Santiago,34,50,501,50
6584,Santo Domingo,35,50,501,50
3685,Santo Niño,36,50,501,50
390,Agosais,1,50,501,50
2332,Agpo-Camagong-Tabog,2,50,501,50
1611,Amoguis,3,50,501,50
1333,Bocogan,4,50,501,50
1392,Balaton,5,50,501,50
2288,Binanuahan,6,50,501,50
4037,Burabod,7,50,501,50
1117,Cabotonan,8,50,501,50
2295,Dahat,9,50,501,50
922,Del Carmen,10,50,501,50
1179,Ginorangan,11,50,501,50
1270,Gimagtocon,12,50,501,50
1089,Gubat,13,50,501,50
1241,Guibahoy,14,50,501,50
1807,Himanag,15,50,501,50
982,Kinahologan,16,50,501,50
2317,Loho,17,50,501,50
946,Manamoc,18,50,501,50
627,Mangogon,19,50,501,50
1806,Mapid,20,50,501,50
685,Olas,21,50,501,50
502,Omalo,22,50,501,50
556,Panagan,23,50,501,50
673,Panicuan,24,50,501,50
1531,Pinamihagan,25,50,501,50
1067,San Francisco ,26,50,501,50
552,San Isidro,27,50,501,50
670,San Isidro Sur ,28,50,501,50
1597,San Isidro Norte ,29,50,501,50
2168,San Rafael,30,50,501,50
3934,San Ramon,31,50,501,50
1853,San Roque,32,50,501,50
2678,San Sebastian,33,50,501,50
1157,San Vicente ,34,50,501,50
632,Santa Cruz ,35,50,501,50
3131,Santa Maria ,36,50,501,50
802,Saripongpong ,37,50,501,50
1545,Sipaco,38,50,501,50
891,Aslong,1,50,501,50
1567,Awayan,2,50,501,50
1964,Bagacay,3,50,501,50
1811,Bagadion,4,50,501,50
979,Bagamelon,5,50,501,50
1873,Bagumbayan,6,50,501,50
3589,Bahao,7,50,501,50
4308,Bahay,8,50,501,50
813,Beguito Nuevo,9,50,501,50
1370,Beguito Viejo,10,50,501,50
1671,Begajo Norte,12,50,501,50
1100,Begajo Sur,13,50,501,50
2000,Bikal,14,50,501,50
1726,Busak,15,50,501,50
1298,Caima,16,50,501,50
1396,Calabnigan,17,50,501,50
1101,Camambugan,18,50,501,50
2973,Cambalidio,19,50,501,50
456,Candami,20,50,501,50
1550,Candato,21,50,501,50
890,Cawayan,22,50,501,50
2130,Concepcion,23,50,501,50
336,Cuyapi,24,50,501,50
904,Danawan,25,50,501,50
1592,Duang Niog,26,50,501,50
1538,Handong,27,50,501,50
1508,Ibid,28,50,501,50
826,Inalahan,29,50,501,50
2767,Labao,30,50,501,50
588,Libod I,31,50,501,50
662,Libod II,32,50,501,50
1219,Loba-loba,33,50,501,50
647,Mabini,35,50,501,50
745,Malansad Nuevo,36,50,501,50
1053,Malansad Viejo,37,50,501,50
737,Malbogon,38,50,501,50
1710,Malinao,39,50,501,50
799,Mambalite,40,50,501,50
942,Mambayawas,41,50,501,50
5076,Mambulo Nuevo,42,50,501,50
2506,Mambulo Viejo,43,50,501,50
696,Mancawayan,44,50,501,50
471,Mandacanan,45,50,501,50
1610,Mantalisay,46,50,501,50
676,Padlos,47,50,501,50
1615,Pag-Oring Nuevo,48,50,501,50
496,Pag-Oring Viejo,49,50,501,50
990,Palangon,50,50,501,50
1724,Palong,51,50,501,50
2360,Patag,52,50,501,50
557,Planza,53,50,501,50
1594,Poblacion,54,50,501,50
2914,Potot,55,50,501,50
2346,Puro-Batia,56,50,501,50
834,Rongos,57,50,501,50
1167,Salvacion,58,50,501,50
4000,San Isidro,60,50,501,50
1052,San Juan,61,50,501,50
1569,San Pablo,62,50,501,50
1604,San Vicente,63,50,501,50
1796,Sibujo,64,50,501,50
1942,Sigamot,65,50,501,50
1654,Station-Church Site,66,50,501,50
2181,Taban-Fundado,67,50,501,50
808,Tampuhan,68,50,501,50
2517,Tanag,69,50,501,50
1059,Tarum,70,50,501,50
1044,Tinalmud Nuevo,71,50,501,50
758,Tinalmud Viejo,72,50,501,50
992,Tinangkihan,73,50,501,50
1303,Udoc,74,50,501,50
1189,Umalo,75,50,501,50
1342,Uson,76,50,501,50
1034,Villasocorro,77,50,501,50
1489,Villadima,78,50,501,50
227,Alleomar,1,50,501,50
521,Bagangan Sr.,3,50,501,50
493,Bagong Sikat,4,50,501,50
1025,Bel-Cruz,5,50,501,50
1544,Bangon,6,50,501,50
256,Barrera Jr.,7,50,501,50
737,Barrera Sr.,8,50,501,50
871,Belwang,9,50,501,50
556,Buenasuerte,10,50,501,50
1433,Bulawan Jr.,11,50,501,50
1868,Bulawan Sr.,12,50,501,50
780,Cabutagan,13,50,501,50
102,Kaibigan,14,50,501,50
1630,Casay,15,50,501,50
2745,Colacling,16,50,501,50
523,Cristo Rey,17,50,501,50
975,Del Carmen,18,50,501,50
257,Haguimit,19,50,501,50
1120,Haluban,20,50,501,50
865,La Purisima,21,50,501,50
698,Lourdes,22,50,501,50
727,Mangcawayan,24,50,501,50
917,Napolidan,25,50,501,50
2396,Poblacion,27,50,501,50
685,Polantuna,28,50,501,50
619,Sagrada,29,50,501,50
223,Salvacion,30,50,501,50
467,San Isidro,31,50,501,50
1547,San Jose,32,50,501,50
788,San Pedro,33,50,501,50
370,San Rafael Norte,35,50,501,50
503,San Rafael Sur,36,50,501,50
565,San Ramon,37,50,501,50
436,San Vicente,38,50,501,50
2308,Sooc,39,50,501,50
520,Tanawan,40,50,501,50
460,Tible,41,50,501,50
1140,Tapi,42,50,501,50
730,Barobaybay,1,50,501,50
2496,Bell ,2,50,501,50
3133,Carangcang,3,50,501,50
230,Carigsa,4,50,501,50
1150,Casuray,5,50,501,50
979,Monserrat ,6,50,501,50
1396,Ponong,7,50,501,50
1308,San Francisco ,8,50,501,50
3111,San Isidro ,9,50,501,50
1183,San Juan ,10,50,501,50
752,San Miguel,11,50,501,50
1238,San Pantaleon ,12,50,501,50
6478,Santa Lucia ,13,50,501,50
908,Santa Rosa,14,50,501,50
1650,Santo Tomas ,15,50,501,50
1659,Alimbuyog,1,50,501,50
421,Amparado ,2,50,501,50
1727,Balagbag,3,50,501,50
1181,Borongborongan,4,50,501,50
1958,Cabugao,5,50,501,50
3401,Capucnasan,6,50,501,50
2394,Dalipay,7,50,501,50
2563,Del Rosario ,8,50,501,50
1527,Flordeliz,9,50,501,50
1637,Lipot,10,50,501,50
1390,Mayaopayawan,11,50,501,50
1704,Maycatmon,12,50,501,50
820,Maydaso,13,50,501,50
3941,San Antonio,14,50,501,50
2265,San Jose ,15,50,501,50
1305,San Miguel ,16,50,501,50
882,San Roque ,17,50,501,50
1100,San Vicente ,18,50,501,50
1331,Santo Domingo ,19,50,501,50
757,Tarusanan,20,50,501,50
6856,Antipolo,1,50,501,50
1277,Bagolatao,2,50,501,50
987,Bagongbong,3,50,501,50
1672,Baliuag Nuevo,4,50,501,50
3452,Baliuag Viejo,5,50,501,50
1393,Catanusan,6,50,501,50
2610,Del Carmen-Del Rosario ,7,50,501,50
1384,Del Socorro,8,50,501,50
1849,Hamoraon,9,50,501,50
4430,Hobo,10,50,501,50
1950,Irayang Solong,11,50,501,50
1295,Magadap,12,50,501,50
2155,Malitbog,13,50,501,50
2660,Manapao,14,50,501,50
2810,Mataoroc,15,50,501,50
2829,Sagrada,16,50,501,50
2547,Salingogon,17,50,501,50
1081,San Antonio,18,50,501,50
841,San Felipe-Santiago ,19,50,501,50
584,San Francisco ,20,50,501,50
1923,San Jose,21,50,501,50
1498,San Juan-San Lorenzo ,22,50,501,50
1277,Taban,23,50,501,50
3082,Tariric,24,50,501,50
1539,Timbang,25,50,501,50
2049,Angustia,1,50,501,50
2210,Antipolo Old,2,50,501,50
972,Antipolo Young,3,50,501,50
996,Aro-aldao,4,50,501,50
1181,Bustrac,5,50,501,50
2949,Inapatan,6,50,501,50
2097,Dolorosa,7,50,501,50
889,Duran,9,50,501,50
9895,La Purisima,10,50,501,50
1076,Lourdes Old,11,50,501,50
3610,Lourdes Young,12,50,501,50
5654,La Opinion,15,50,501,50
3085,Paloyon Proper,16,50,501,50
589,Salvacion Que Gatos,18,50,501,50
2839,San Antonio ,19,50,501,50
3262,San Antonio Ogbon,20,50,501,50
1811,San Esteban ,21,50,501,50
746,San Francisco ,22,50,501,50
534,San Isidro ,23,50,501,50
703,San Isidro Inapatan,24,50,501,50
3214,Malawag,26,50,501,50
1826,San Jose,27,50,501,50
924,San Juan ,28,50,501,50
359,San Luis ,29,50,501,50
1710,San Miguel ,30,50,501,50
1108,San Nicolas ,31,50,501,50
837,San Roque ,33,50,501,50
912,San Roque Madawon,34,50,501,50
1086,San Roque Sagumay,35,50,501,50
1561,San Vicente Gorong-Gorong,36,50,501,50
2505,San Vicente Ogbon,37,50,501,50
1490,Santa Barbara,38,50,501,50
1845,Santa Cruz,39,50,501,50
2332,Santa Elena Baras,40,50,501,50
1639,Santa Lucia Baras,41,50,501,50
2286,Santiago Old,42,50,501,50
1551,Santiago Young,43,50,501,50
5925,Santo Domingo,44,50,501,50
1620,Tandaay,45,50,501,50
2489,Topas Proper,46,50,501,50
1425,Topas Sogod,47,50,501,50
699,Paloyon Oriental,48,50,501,50
5757,Abella,1,50,501,50
2203,Bagumbayan Norte,2,50,501,50
7867,Bagumbayan Sur,3,50,501,50
11112,Balatas,4,50,501,50
11295,Calauag,6,50,501,50
19692,Cararayan,7,50,501,50
6870,Carolina,8,50,501,50
11125,Concepcion Grande,9,50,501,50
25139,Concepcion Pequeña,10,50,501,50
4130,Dayangdang,11,50,501,50
10337,Del Rosario,12,50,501,50
344,Dinaga,13,50,501,50
3008,Igualdad Interior,14,50,501,50
1640,Lerma,17,50,501,50
3105,Liboton,18,50,501,50
8125,Mabolo,19,50,501,50
14747,Pacol,20,50,501,50
3100,Panicuason,23,50,501,50
4503,Peñafrancia,24,50,501,50
6838,Sabang,25,50,501,50
21098,San Felipe,26,50,501,50
722,San Francisco ,27,50,501,50
3432,San Isidro,28,50,501,50
7135,Santa Cruz,29,50,501,50
4240,Tabuco,30,50,501,50
2904,Tinago,31,50,501,50
8702,Triangulo,32,50,501,50
2614,Ayugan,1,50,501,50
1558,Cabariwan,2,50,501,50
1952,Cagmanaba,3,50,501,50
1942,Del Rosario,4,50,501,50
3097,Gatbo,5,50,501,50
1761,Guinaban,6,50,501,50
3032,Hanawan,7,50,501,50
3355,Hibago,8,50,501,50
1866,La Purisima Nuevo,9,50,501,50
1946,May-Ogob,10,50,501,50
1706,New Moriones,11,50,501,50
2418,Old Moriones,12,50,501,50
4269,Pinit,13,50,501,50
1087,Poblacion Central,14,50,501,50
794,Poblacion East,15,50,501,50
896,Poblacion West,16,50,501,50
2457,Salvacion,17,50,501,50
2759,San Antonio,18,50,501,50
3190,San Francisco,19,50,501,50
1835,San Jose Oras,20,50,501,50
1253,San Roque Commonal,22,50,501,50
2135,San Vicente,23,50,501,50
1202,Santa Cruz,24,50,501,50
993,Santo Niño,25,50,501,50
956,Villaflorida,26,50,501,50
2330,Batang,1,50,501,50
1948,Burabod,2,50,501,50
523,Cagbibi,3,50,501,50
927,Cagbunga,4,50,501,50
750,Calawat,5,50,501,50
2674,Del Rosario,6,50,501,50
1475,Patong,7,50,501,50
6242,Poblacion,9,50,501,50
1001,Salvacion,10,50,501,50
3928,San Gabriel,11,50,501,50
2525,San Isidro,12,50,501,50
388,San Rafael,13,50,501,50
1882,San Ramon,14,50,501,50
4260,San Vicente,15,50,501,50
1854,Veneracion,16,50,501,50
4231,Tambo,17,50,501,50
2395,Tampadong,18,50,501,50
953,Antipolo,1,50,501,50
550,Bagong Silang,2,50,501,50
1905,Bahay,3,50,501,50
5785,Balogo,4,50,501,50
10460,Caranan,5,50,501,50
2004,Cuco,6,50,501,50
3977,Dalupaon,7,50,501,50
1823,Macad,8,50,501,50
780,Hubo,9,50,501,50
1226,Itulan,10,50,501,50
3043,Odicon,11,50,501,50
2991,Quitang,12,50,501,50
995,Salvacion,13,50,501,50
613,San Antonio,14,50,501,50
5331,San Cirilo ,15,50,501,50
4136,Santa Rosa Del Norte ,16,50,501,50
3527,Santa Rosa Del Sur ,17,50,501,50
927,Tilnac,19,50,501,50
2435,Tinalmud,20,50,501,50
3379,Anayan,1,50,501,50
3277,Bagong Sirang,2,50,501,50
5188,Binanwaanan,3,50,501,50
2780,Binobong,4,50,501,50
6000,Cadlan,5,50,501,50
7594,Caroyroyan,6,50,501,50
2584,Curry,7,50,501,50
3090,Del Rosario,8,50,501,50
4832,Himaao,9,50,501,50
3210,La Purisima,10,50,501,50
3946,New San Roque,11,50,501,50
