name,population,code,region_code,province_code,city_code
Alinam,1125,002,02,031,08
Amobocan,1194,003,02,031,08
Andarayan,486,004,02,031,08
Baculod,1724,006,02,031,08
Baringin Norte,270,007,02,031,08
Baringin Sur,1171,008,02,031,08
Buena Suerte,1209,009,02,031,08
Bugallon,659,010,02,031,08
Buyon,1206,011,02,031,08
Cabaruan,8244,012,02,031,08
Cabugao,866,014,02,031,08
Carabatan Chica,787,015,02,031,08
Carabatan Grande,339,016,02,031,08
Carabatan Punta,508,017,02,031,08
Carabatan Bacareno,204,018,02,031,08
Casalatan,701,019,02,031,08
San Pablo,2081,020,02,031,08
Cassap Fuera,105,022,02,031,08
Catalina,99,023,02,031,08
Culalabat,1009,024,02,031,08
Dabburab,1131,025,02,031,08
De Vera,863,028,02,031,08
Dianao,696,029,02,031,08
Disimuray,998,030,02,031,08
District I ,11355,031,02,031,08
District II ,2264,032,02,031,08
District III ,6263,033,02,031,08
Duminit,1715,034,02,031,08
Faustino,1550,035,02,031,08
Gagabutan,528,036,02,031,08
Gappal,2750,037,02,031,08
Guayabal,1521,038,02,031,08
Labinab,2472,039,02,031,08
Linglingay,746,040,02,031,08
Mabantad,1268,041,02,031,08
Maligaya,2490,043,02,031,08
Manaoag,1646,044,02,031,08
Marabulig I,4542,045,02,031,08
Marabulig II,2127,046,02,031,08
Minante I,6192,048,02,031,08
Minante II,3262,049,02,031,08
Nagcampegan,316,050,02,031,08
Naganacan,1635,051,02,031,08
Nagrumbuan,4032,052,02,031,08
Nungnungan I,2283,053,02,031,08
Nungnungan II,1339,054,02,031,08
Pinoma,3785,055,02,031,08
Rizal,753,056,02,031,08
Rogus,1710,057,02,031,08
San Antonio,3027,058,02,031,08
San Fermin,12047,059,02,031,08
San Francisco,2751,060,02,031,08
San Isidro,1348,061,02,031,08
San Luis,2428,062,02,031,08
Santa Luciana,2300,064,02,031,08
Santa Maria,1077,065,02,031,08
Sillawit,3730,066,02,031,08
Sinippil,365,067,02,031,08
Tagaran,4823,069,02,031,08
Turayong,3345,070,02,031,08
Union,1549,071,02,031,08
Villa Concepcion,3533,072,02,031,08
Villa Luna,2049,073,02,031,08
Villaflor,452,074,02,031,08
Aguinaldo,1078,001,02,031,09
Calimaturod,451,002,02,031,09
Capirpiriwan,3631,003,02,031,09
Caquilingan,2977,004,02,031,09
Dallao,2376,005,02,031,09
Gayong,2488,006,02,031,09
Laurel,1204,007,02,031,09
Magsaysay,529,008,02,031,09
Malapat,2210,009,02,031,09
Osmena,963,011,02,031,09
Quezon,1041,012,02,031,09
Quirino,2748,013,02,031,09
Rizaluna,3044,014,02,031,09
Roxas Pob.,897,015,02,031,09
Sagat,1955,016,02,031,09
San Juan,787,017,02,031,09
Taliktik,1806,018,02,031,09
Tanggal,1047,019,02,031,09
Tarinsing,1405,020,02,031,09
Turod Norte,1085,021,02,031,09
Turod Sur,4243,022,02,031,09
Villamiemban,833,023,02,031,09
Villamarzo,1820,024,02,031,09
Anonang,1882,025,02,031,09
Camarao,1110,026,02,031,09
Wigan,2867,027,02,031,09
Ayod,313,001,02,031,10
Bucal Sur,861,002,02,031,10
Bucal Norte,283,003,02,031,10
Dibulo,1156,004,02,031,10
Digumased ,2918,005,02,031,10
Dimaluade,290,006,02,031,10
Dicambangan,356,003,02,031,11
Dicaroyan,358,004,02,031,11
Dicatian,396,005,02,031,11
Bicobian,692,006,02,031,11
Dilakit,455,007,02,031,11
Dimapnat,1015,008,02,031,11
Dimapula ,1035,009,02,031,11
Dimasalansan,368,010,02,031,11
Dipudo,313,011,02,031,11
Dibulos,211,012,02,031,11
Ditarum,339,013,02,031,11
Sapinit,289,016,02,031,11
Angoluan,1022,001,02,031,12
Annafunan,3216,002,02,031,12
Arabiat,1672,003,02,031,12
Aromin,1035,004,02,031,12
Babaran,1617,005,02,031,12
Bacradal,465,006,02,031,12
Benguet,493,007,02,031,12
Buneg,1389,008,02,031,12
Busilelao,1115,009,02,031,12
Caniguing,762,010,02,031,12
Carulay,1234,011,02,031,12
Castillo,1247,012,02,031,12
Dammang East,1245,013,02,031,12
Dammang West,1448,014,02,031,12
Dicaraoyan,396,015,02,031,12
Dugayong,1448,016,02,031,12
Fugu,1081,017,02,031,12
Garit Norte,1735,018,02,031,12
Garit Sur,704,019,02,031,12
Gucab,3098,020,02,031,12
Gumbauan,2352,021,02,031,12
Ipil,2260,023,02,031,12
Libertad,2113,024,02,031,12
Mabbayad,853,025,02,031,12
Mabuhay,750,026,02,031,12
Madadamian,962,027,02,031,12
Magleticia,685,028,02,031,12
Malibago,1785,029,02,031,12
Maligaya,2397,030,02,031,12
Malitao,1883,031,02,031,12
Narra,2066,032,02,031,12
Nilumisu,1038,033,02,031,12
Pag-asa,1753,034,02,031,12
Pangal Norte,1561,036,02,031,12
Pangal Sur,1254,037,02,031,12
Rumang-ay,658,039,02,031,12
Salay,990,040,02,031,12
Salvacion,800,041,02,031,12
San Antonio Ugad,707,042,02,031,12
San Antonio Minit,1087,043,02,031,12
San Carlos,1153,044,02,031,12
San Fabian,4012,045,02,031,12
San Felipe,1552,046,02,031,12
San Juan,1272,047,02,031,12
San Manuel,1344,048,02,031,12
San Miguel,809,049,02,031,12
San Salvador,651,050,02,031,12
Santa Ana,952,051,02,031,12
Santa Cruz,661,052,02,031,12
Santa Maria,1353,053,02,031,12
Santa Monica,1133,054,02,031,12
Santo Domingo,1514,055,02,031,12
Silauan Sur ,1906,056,02,031,12
Silauan Norte ,1725,057,02,031,12
Sinabbaran,1420,058,02,031,12
Soyung,3014,059,02,031,12
Taggappan,1584,060,02,031,12
Tuguegarao,2470,061,02,031,12
Villa Campo,921,062,02,031,12
Villa Fermin,921,063,02,031,12
Villa Rey,514,064,02,031,12
Villa Victoria,508,065,02,031,12
Cabugao ,1847,066,02,031,12
Diasan,798,067,02,031,12
Barcolan,1037,002,02,031,13
Buenavista,964,004,02,031,13
Dammao,594,005,02,031,13
Furao,2538,006,02,031,13
Guibang,3014,009,02,031,13
Lenzon,1106,010,02,031,13
Linglingay,1348,011,02,031,13
Mabini,4530,012,02,031,13
Pintor,1409,016,02,031,13
District I ,965,017,02,031,13
District II ,2201,018,02,031,13
District III ,2674,019,02,031,13
Rizal,311,020,02,031,13
Songsong,1599,021,02,031,13
Union,1204,024,02,031,13
Upi,5161,025,02,031,13
Cabeseria 27,1011,001,02,031,14
Aggasian,4032,002,02,031,14
Alibagu,7916,003,02,031,14
Allinguigan 1st,1909,004,02,031,14
Allinguigan 2nd,3074,005,02,031,14
Allinguigan 3rd,1352,006,02,031,14
Arusip,901,008,02,031,14
Baculod ,4266,009,02,031,14
Bagumbayan ,2321,011,02,031,14
Baligatan,2714,013,02,031,14
Ballacong,824,014,02,031,14
Bangag,1307,015,02,031,14
Cabeseria 5,882,016,02,031,14
Batong-Labang,2348,017,02,031,14
Bigao,1697,018,02,031,14
Cabeseria 4,697,020,02,031,14
Cabannungan 1st,956,023,02,031,14
Cabannungan 2nd,1852,024,02,031,14
Cabeseria 6 & 24,1181,025,02,031,14
Cabeseria 19,906,027,02,031,14
Cabeseria 25,1121,029,02,031,14
Cabeseria 3,946,030,02,031,14
Cabeseria 23,956,031,02,031,14
Cadu,662,032,02,031,14
Calamagui 1st,3918,033,02,031,14
Calamagui 2nd,2671,034,02,031,14
Camunatan,941,035,02,031,14
Capellan,3098,037,02,031,14
Capo,1106,038,02,031,14
Cabeseria 9 and 11,1695,039,02,031,14
Carikkikan Norte,544,040,02,031,14
Carikkikan Sur,208,041,02,031,14
Cabeseria 14 and 16,2600,042,02,031,14
Cabeseria 2,1198,044,02,031,14
Fugu,1848,045,02,031,14
Fuyo,977,046,02,031,14
Gayong-Gayong Norte,815,047,02,031,14
Gayong-Gayong Sur,1256,048,02,031,14
Guinatan,1703,049,02,031,14
Lullutan,2197,050,02,031,14
Cabeseria 10,2319,051,02,031,14
Malalam,1743,052,02,031,14
Malasin,1307,053,02,031,14
Manaring,2634,054,02,031,14
Mangcuram,1011,055,02,031,14
Villa Imelda,1357,056,02,031,14
Marana I,1746,057,02,031,14
Marana II,594,058,02,031,14
Marana III,693,059,02,031,14
Minabang,1678,060,02,031,14
Morado,1073,061,02,031,14
Naguilian Norte,3233,062,02,031,14
Naguilian Sur,1304,063,02,031,14
Namnama,1209,064,02,031,14
Nanaguan,615,065,02,031,14
Cabeseria 7,863,066,02,031,14
Osmeña,3225,067,02,031,14
Paliueg,1545,068,02,031,14
Pasa,1113,070,02,031,14
Pilar,939,071,02,031,14
Quimalabasa,349,072,02,031,14
Rang-ayan,1658,073,02,031,14
Rugao,1245,074,02,031,14
Cabeseria 22,1019,075,02,031,14
Salindingan,1368,076,02,031,14
San Andres,1083,077,02,031,14
Centro - San Antonio,4631,079,02,031,14
San Felipe,1490,080,02,031,14
San Ignacio,3248,081,02,031,14
San Isidro,1547,082,02,031,14
San Juan,2041,083,02,031,14
San Lorenzo,1279,084,02,031,14
San Pablo,362,085,02,031,14
Cabeseria 17 and 21,1401,086,02,031,14
San Vicente ,2214,087,02,031,14
Santa Barbara ,1107,088,02,031,14
Santa Catalina,991,089,02,031,14
Santa Isabel Norte,2428,091,02,031,14
Santa Isabel Sur,5002,092,02,031,14
Santa Victoria,1609,093,02,031,14
Santo Tomas,1021,094,02,031,14
Siffu,1533,095,02,031,14
Sindon Bayabo,2455,096,02,031,14
Sindon Maride,732,097,02,031,14
Sipay,544,098,02,031,14
Tangcul,1297,099,02,031,14
Centro Poblacion,568,100,02,031,14
Bagong Silang,676,101,02,031,14
Imelda Bliss Village,7951,102,02,031,14
San Rodrigo,1354,103,02,031,14
Santa Maria,1208,104,02,031,14
Abulan,1023,001,02,031,15
Addalam,566,002,02,031,15
Arubub,475,003,02,031,15
Bannawag,585,004,02,031,15
Bantay,343,005,02,031,15
Barangay I ,2234,006,02,031,15
Barangay II ,3175,007,02,031,15
Barangcuag,506,008,02,031,15
Dalibubon,1161,009,02,031,15
Daligan,826,010,02,031,15
Diarao,1694,011,02,031,15
Dibuluan,2467,012,02,031,15
Dicamay I,1289,013,02,031,15
Dicamay II,1333,014,02,031,15
Dipangit,529,015,02,031,15
Disimpit,522,016,02,031,15
Divinan,697,017,02,031,15
Dumawing,1123,018,02,031,15
Fugu,1272,019,02,031,15
Lacab,647,020,02,031,15
Linamanan,873,021,02,031,15
Linomot,1823,022,02,031,15
Malannit,1038,023,02,031,15
Minuri,2464,024,02,031,15
Namnama,882,025,02,031,15
Napaliong,1506,026,02,031,15
Palagao,499,028,02,031,15
Papan Este,630,030,02,031,15
Papan Weste,361,031,02,031,15
Payac,1664,032,02,031,15
Pongpongan,473,033,02,031,15
San Antonio,776,034,02,031,15
San Isidro,1183,035,02,031,15
San Jose,419,036,02,031,15
San Roque,248,037,02,031,15
San Sebastian,889,038,02,031,15
San Vicente,2510,039,02,031,15
Santa Isabel,626,040,02,031,15
Santo Domingo,1445,041,02,031,15
Tupax,577,042,02,031,15
Usol,1739,043,02,031,15
Villa Bello,536,044,02,031,15
Bustamante,1130,001,02,031,16
Centro 1 ,612,002,02,031,16
Centro 2 ,1673,003,02,031,16
Centro 3 ,644,004,02,031,16
Concepcion,843,005,02,031,16
Dadap,1121,006,02,031,16
Harana,1658,007,02,031,16
Lalog 1,1416,008,02,031,16
Lalog 2,723,009,02,031,16
Luyao,660,010,02,031,16
Macañao,879,011,02,031,16
Macugay,424,012,02,031,16
Mambabanga,2759,013,02,031,16
Pulay,1074,014,02,031,16
Puroc,1466,015,02,031,16
San Isidro,408,016,02,031,16
San Miguel,1364,017,02,031,16
Santo Domingo,1374,018,02,031,16
Union Kalinga,469,019,02,031,16
Diana,192,001,02,031,17
Eleonor ,234,002,02,031,17
Fely ,825,003,02,031,17
Lita ,294,004,02,031,17
Reina Mercedes,483,005,02,031,17
Minanga,442,006,02,031,17
Malasin,613,007,02,031,17
Canadam,150,008,02,031,17
Aplaya,365,009,02,031,17
Santa Marina,379,010,02,031,17
Aga,1034,001,02,031,18
Andarayan,1427,002,02,031,18
Aneg,1648,003,02,031,18
Bayabo,1148,004,02,031,18
Calinaoan Sur,543,006,02,031,18
Capitol,855,007,02,031,18
Carmencita,1493,008,02,031,18
Concepcion,447,009,02,031,18
Maui,959,010,02,031,18
Quibal,469,011,02,031,18
Ragan Almacen,355,012,02,031,18
Ragan Norte,846,013,02,031,18
Ragan Sur ,2047,014,02,031,18
Rizal,1609,015,02,031,18
San Andres,572,016,02,031,18
San Antonio,3215,017,02,031,18
San Isidro,567,018,02,031,18
San Jose,1191,019,02,031,18
San Juan,2018,020,02,031,18
San Macario,632,021,02,031,18
San Nicolas,873,022,02,031,18
San Patricio,612,023,02,031,18
San Roque,364,024,02,031,18
Santo Rosario,828,025,02,031,18
Santor,831,026,02,031,18
Villa Luz,1218,027,02,031,18
Villa Pereda,865,028,02,031,18
Visitacion,516,029,02,031,18
Caloocan,746,030,02,031,18
San Pedro,1508,001,02,031,19
Binmonton,1882,002,02,031,19
Casili,1272,003,02,031,19
Centro I ,2120,004,02,031,19
Holy Friday,2023,005,02,031,19
Maligaya,2406,006,02,031,19
Manano,2222,007,02,031,19
Olango,2439,008,02,031,19
Centro II ,1117,009,02,031,19
Rang-ayan,1942,010,02,031,19
San Jose Norte I,2317,011,02,031,19
San Jose Sur,1910,012,02,031,19
Siempre Viva Norte,1946,013,02,031,19
Trinidad,620,014,02,031,19
Victoria,1069,015,02,031,19
San Jose Norte II,2336,016,02,031,19
San Ramon,894,017,02,031,19
Siempre Viva Sur,2185,018,02,031,19
Aguinaldo,404,001,02,031,20
Bagong Sikat,844,002,02,031,20
Burgos,1915,003,02,031,20
Cabaruan,1617,004,02,031,20
Flores,1042,005,02,031,20
La Union,745,006,02,031,20
Magsaysay ,3090,007,02,031,20
Manaring,329,008,02,031,20
Mansibang,782,009,02,031,20
Minallo,2913,010,02,031,20
Minanga,1353,011,02,031,20
Palattao,2620,012,02,031,20
Quezon ,1735,013,02,031,20
Quinalabasa,609,014,02,031,20
Quirino ,2420,015,02,031,20
Rangayan,777,016,02,031,20
Rizal,456,017,02,031,20
Roxas ,2194,018,02,031,20
San Manuel,2590,019,02,031,20
Santo Tomas,804,020,02,031,20
Sunlife,603,021,02,031,20
Surcoc,1523,022,02,031,20
Tomines,322,023,02,031,20
Villa Paz,1538,024,02,031,20
Santa Victoria,563,025,02,031,20
Bisag,879,001,02,031,21
Dialaoyao,1011,002,02,031,21
Dicadyuan,790,003,02,031,21
Didiyan,1673,004,02,031,21
Dimalicu-licu,463,005,02,031,21
Dimasari,794,006,02,031,21
Dimatican,1001,007,02,031,21
Maligaya,1732,008,02,031,21
Marikit,926,009,02,031,21
Dicabisagan East ,1041,010,02,031,21
Dicabisagan West ,2068,011,02,031,21
Santa Jacinta,871,012,02,031,21
Villa Robles,884,013,02,031,21
Culasi,1327,014,02,031,21
Alomanay,615,015,02,031,21
Diddadungan,745,016,02,031,21
San Isidro,864,017,02,031,21
Abut,2476,001,02,031,22
Alunan ,1501,002,02,031,22
Arellano ,2831,003,02,031,22
Aurora,470,004,02,031,22
Barucboc Norte,3611,005,02,031,22
Estrada,839,006,02,031,22
Santos ,3310,007,02,031,22
Lepanto,1806,008,02,031,22
Mangga,826,009,02,031,22
Minagbag,3453,010,02,031,22
Samonte ,1850,011,02,031,22
Turod,1045,012,02,031,22
Dunmon,662,013,02,031,22
Calangigan,733,014,02,031,22
San Juan,1624,015,02,031,22
Binarzang,1105,001,02,031,23
Cabaruan,605,002,02,031,23
Camaal,1283,003,02,031,23
Dolores,1315,004,02,031,23
Luna,2190,005,02,031,23
Manaoag,892,006,02,031,23
Rizal,852,007,02,031,23
San Isidro,428,008,02,031,23
San Jose,866,009,02,031,23
San Juan,2079,010,02,031,23
San Mateo,1558,011,02,031,23
San Vicente,819,012,02,031,23
Santa Catalina,906,013,02,031,23
Santa Lucia ,2145,014,02,031,23
Santiago,1847,015,02,031,23
Santo Domingo,2710,016,02,031,23
Sinait,465,017,02,031,23
Suerte,682,018,02,031,23
Villa Bulusan,392,019,02,031,23
Villa Miguel,821,020,02,031,23
Vintar,1063,021,02,031,23
Ambatali,3688,001,02,031,24
Bantug,1162,002,02,031,24
Bugallon Norte,5760,004,02,031,24
Burgos,2864,005,02,031,24
Nagbacalan,1355,006,02,031,24
Oscariz,3118,007,02,031,24
Pabil,823,008,02,031,24
Pagrang-ayan,2327,009,02,031,24
Planas,3029,011,02,031,24
Purok ni Bulan,782,012,02,031,24
Raniag,5613,013,02,031,24
San Antonio,2182,014,02,031,24
San Miguel,5713,015,02,031,24
San Sebastian,1461,016,02,031,24
Villa Beltran,724,018,02,031,24
Villa Carmen,1696,019,02,031,24
Villa Marcos,926,020,02,031,24
General Aguinaldo,5965,021,02,031,24
Bugallon Proper ,7335,022,02,031,24
Banquero,2545,001,02,031,25
Binarsang,422,002,02,031,25
Cutog Grande,917,003,02,031,25
Cutog Pequeño,643,004,02,031,25
Dangan,3060,005,02,031,25
District I ,1241,006,02,031,25
District II ,2013,007,02,031,25
Labinab Grande ,900,008,02,031,25
Labinab Pequeño ,1202,009,02,031,25
Mallalatang Grande,702,010,02,031,25
Mallalatang Tunggui,779,011,02,031,25
Napaccu Grande,1247,012,02,031,25
Napaccu Pequeño,1423,013,02,031,25
Salucong,511,014,02,031,25
Santor,1461,015,02,031,25
Sinippil,1421,016,02,031,25
Tallungan ,1878,017,02,031,25
Turod,3176,019,02,031,25
Villador,1269,020,02,031,25
Santiago,1090,021,02,031,25
Anao,855,001,02,031,26
Imbiao,1597,004,02,031,26
Lanting,1260,005,02,031,26
Lucban,795,006,02,031,26
Marcos,2351,007,02,031,26
Masigun,884,008,02,031,26
Rizal ,6265,011,02,031,26
Vira ,3797,012,02,031,26
Bantug ,5703,013,02,031,26
Luna ,1528,014,02,031,26
Quiling,1517,015,02,031,26
Rang-ayan,1459,016,02,031,26
San Antonio,3531,017,02,031,26
San Jose,1489,018,02,031,26
San Pedro,1383,019,02,031,26
San Placido,3491,020,02,031,26
San Rafael,3714,021,02,031,26
Simimbaan,3770,023,02,031,26
Sinamar,1794,024,02,031,26
Sotero Nuesa,6336,025,02,031,26
Villa Concepcion,1291,026,02,031,26
Matusalem,3060,028,02,031,26
Muñoz East,2034,029,02,031,26
Muñoz West,3694,030,02,031,26
Doña Concha,730,031,02,031,26
San Luis,1511,032,02,031,26
Bautista,1269,001,02,031,27
Calaocan,501,002,02,031,27
Dabubu Grande,1375,003,02,031,27
Dabubu Pequeño,568,004,02,031,27
Dappig,527,005,02,031,27
Laoag,1010,006,02,031,27
Mapalad,1714,007,02,031,27
Masaya Centro ,1521,008,02,031,27
Masaya Norte,1069,009,02,031,27
Masaya Sur,2481,010,02,031,27
Nemmatan,663,011,02,031,27
Palacian,1332,012,02,031,27
Panang,754,013,02,031,27
Quimalabasa Norte,691,014,02,031,27
Quimalabasa Sur,392,015,02,031,27
Rang-ay,385,016,02,031,27
Salay,1084,017,02,031,27
San Antonio,499,018,02,031,27
Santo Niño,1631,019,02,031,27
Santos,525,020,02,031,27
Sinaoangan Norte,573,021,02,031,27
Sinaoangan Sur,547,022,02,031,27
Virgoneza,985,023,02,031,27
Anonang,514,001,02,031,28
Aringay,450,002,02,031,28
Centro 1 ,2575,004,02,031,28
Centro 2 ,2370,005,02,031,28
Colorado,1078,006,02,031,28
Dietban,760,007,02,031,28
Dingading,920,008,02,031,28
Dipacamo,909,009,02,031,28
Estrella,479,010,02,031,28
Guam,1147,011,02,031,28
Nakar,989,013,02,031,28
Palawan,488,014,02,031,28
Progreso,575,015,02,031,28
Rizal,1440,016,02,031,28
San Francisco Sur,407,017,02,031,28
San Mariano Norte,266,018,02,031,28
San Mariano Sur,608,019,02,031,28
Sinalugan,688,020,02,031,28
Villa Remedios,308,021,02,031,28
Villa Rose,795,022,02,031,28
Villa Sanchez,557,023,02,031,28
Villa Teresita,369,024,02,031,28
Burgos,1058,025,02,031,28
San Francisco Norte,505,026,02,031,28
Calaoagan,447,027,02,031,28
San Rafael,213,028,02,031,28
Camarag,1623,001,02,031,29
Cebu,2888,002,02,031,29
Gomez,3045,003,02,031,29
Gud,1720,004,02,031,29
Nagbukel,1970,005,02,031,29
Patanad,741,006,02,031,29
Quezon,3863,007,02,031,29
Ramos East,1829,009,02,031,29
Ramos West,2123,010,02,031,29
Rizal East ,1854,012,02,031,29
Rizal West ,1072,013,02,031,29
Victoria,1916,014,02,031,29
Villaflor,2400,015,02,031,29
Agliam,430,001,02,031,30
Babanuang,3027,002,02,031,30
Cabaritan,653,003,02,031,30
Caraniogan,972,004,02,031,30
Eden,2285,006,02,031,30
Malalinta,1836,007,02,031,30
Mararigue,1791,008,02,031,30
Nueva Era,2007,009,02,031,30
Pisang,619,010,02,031,30
District 1 ,2830,011,02,031,30
District 2 ,2524,012,02,031,30
District 3 ,3004,013,02,031,30
District 4 ,2506,014,02,031,30
San Francisco,625,015,02,031,30
Sandiat Centro,1832,016,02,031,30
Sandiat East,1384,017,02,031,30
Sandiat West,2305,018,02,031,30
Santa Cruz,1660,019,02,031,30
Villanueva,1795,020,02,031,30
Alibadabad,2355,001,02,031,31
Binatug,2138,003,02,031,31
Bitabian,1924,004,02,031,31
Buyasan,814,005,02,031,31
Cadsalan,1828,006,02,031,31
Casala,1593,007,02,031,31
Cataguing,1815,008,02,031,31
Daragutan East,1465,009,02,031,31
Daragutan West,1829,010,02,031,31
Del Pilar,1764,011,02,031,31
Dibuluan,1883,012,02,031,31
Dicamay,2012,013,02,031,31
Dipusu,767,014,02,031,31
Disulap,2921,015,02,031,31
Disusuan,633,016,02,031,31
Gangalan,1779,017,02,031,31
Ibujan,732,018,02,031,31
Libertad,1270,019,02,031,31
Macayucayu,744,020,02,031,31
Mallabo,853,021,02,031,31
Marannao,1057,022,02,031,31
Minanga,4662,023,02,031,31
Old San Mariano,2274,024,02,031,31
Palutan,1021,025,02,031,31
Panninan,813,026,02,031,31
Zone I ,1590,027,02,031,31
Zone II ,2463,028,02,031,31
Zone III ,3722,029,02,031,31
San Jose,2622,030,02,031,31
San Pablo,942,031,02,031,31
San Pedro,601,032,02,031,31
Santa Filomina,2521,033,02,031,31
Tappa,1076,034,02,031,31
Ueg,1754,035,02,031,31
Zamora,469,038,02,031,31
Balagan,1418,039,02,031,31
Bacarreña,945,001,02,031,32
Bagong Sikat,2512,002,02,031,32
Bella Luz,1385,003,02,031,32
Daramuangan Sur,1468,004,02,031,32
Estrella,1480,005,02,031,32
Gaddanan,2221,007,02,031,32
Malasin,2564,009,02,031,32
Mapuroc,708,010,02,031,32
Marasat Grande,1575,011,02,031,32
Marasat Pequeño,2222,012,02,031,32
Old Centro I,2061,013,02,031,32
Old Centro II,994,014,02,031,32
Barangay I ,1875,017,02,031,32
Barangay II ,1930,018,02,031,32
Barangay III ,2188,019,02,031,32
Barangay IV ,3134,020,02,031,32
Salinungan East,2757,021,02,031,32
Salinungan West,5871,024,02,031,32
San Andres,937,025,02,031,32
San Antonio,1093,026,02,031,32
San Ignacio,1180,027,02,031,32
San Manuel,1918,028,02,031,32
San Marcos,1821,029,02,031,32
San Roque,1253,030,02,031,32
Sinamar Norte,4542,031,02,031,32
Sinamar Sur,2156,032,02,031,32
Victoria,4848,033,02,031,32
Villafuerte,2231,035,02,031,32
Villa Cruz,1334,036,02,031,32
Villa Magat,1061,037,02,031,32
Villa Gamiao,797,038,02,031,32
Dagupan,1607,039,02,031,32
Daramuangan Norte,1995,040,02,031,32
Annanuman,1157,001,02,031,33
Auitan,1145,002,02,031,33
Ballacayu,2184,003,02,031,33
Binguang,2396,004,02,031,33
Bungad,2074,005,02,031,33
Dalena,2180,006,02,031,33
Caddangan/Limbauan,1646,007,02,031,33
Calamagui,1343,008,02,031,33
Caralucud,710,009,02,031,33
Guminga,656,010,02,031,33
Minanga Norte,1222,011,02,031,33
Minanga Sur,1391,012,02,031,33
San Jose,1444,013,02,031,33
Poblacion,862,014,02,031,33
Simanu Norte,2575,015,02,031,33
Simanu Sur,936,016,02,031,33
Tupa,2399,017,02,031,33
Bangad,2932,001,02,031,34
Buenavista,853,002,02,031,34
Calamagui North,1629,003,02,031,34
Calamagui East,1033,004,02,031,34
Calamagui West,926,005,02,031,34
Divisoria,963,007,02,031,34
Lingaling,1140,008,02,031,34
Mozzozzin Sur,1925,009,02,031,34
Mozzozzin North,1058,010,02,031,34
Naganacan,1758,011,02,031,34
Poblacion 1,1576,012,02,031,34
Poblacion 2,550,013,02,031,34
Poblacion 3,2187,014,02,031,34
Quinagabian,1179,015,02,031,34
San Antonio,1507,016,02,031,34
San Isidro East,1163,017,02,031,34
San Isidro West,1035,018,02,031,34
San Rafael West,793,019,02,031,34
San Rafael East,623,020,02,031,34
Villabuena,928,021,02,031,34
Abra,1946,001,02,031,35
Ambalatungan,1561,002,02,031,35
Balintocatoc,4629,003,02,031,35
Baluarte,6431,004,02,031,35
Bannawag Norte,2118,005,02,031,35
Batal,9009,006,02,031,35
Buenavista,4525,007,02,031,35
Cabulay,3565,008,02,031,35
Calao East ,4269,009,02,031,35
Calao West ,1183,010,02,031,35
Calaocan,6239,011,02,031,35
Villa Gonzaga,2117,012,02,031,35
Centro East ,905,013,02,031,35
Centro West ,1216,014,02,031,35
Divisoria,4214,015,02,031,35
Dubinan East,2304,016,02,031,35
Dubinan West,3188,017,02,031,35
Luna,1107,018,02,031,35
Mabini,7286,019,02,031,35
Malvar,4947,020,02,031,35
Nabbuan,3895,021,02,031,35
Naggasican,5986,022,02,031,35
Patul,5852,023,02,031,35
Plaridel,7377,024,02,031,35
Rizal,14362,025,02,031,35
Rosario,12399,026,02,031,35
Sagana,5554,027,02,031,35
Salvador,2094,028,02,031,35
San Andres,2141,029,02,031,35
San Isidro,1087,030,02,031,35
San Jose,1322,031,02,031,35
Sinili,1474,032,02,031,35
Sinsayon,3651,033,02,031,35
Santa Rosa,772,034,02,031,35
Victory Norte,4250,035,02,031,35
Victory Sur,2170,036,02,031,35
Villasis,1435,037,02,031,35
Ammugauan,839,001,02,031,36
Antagan,500,002,02,031,36
Bagabag,895,003,02,031,36
Bagutari,1268,004,02,031,36
Balelleng,1985,005,02,031,36
Barumbong,1096,006,02,031,36
Bubug,1220,008,02,031,36
Bolinao-Culalabo,1851,009,02,031,36
Cañogan Abajo Norte,726,010,02,031,36
Calinaoan Centro,703,013,02,031,36
Calinaoan Malasin,478,015,02,031,36
Calinaoan Norte,613,016,02,031,36
Cañogan Abajo Sur,666,017,02,031,36
Cañogan Alto,919,018,02,031,36
Centro,2788,019,02,031,36
Colunguan,1161,020,02,031,36
Malapagay,253,021,02,031,36
San Rafael Abajo,667,022,02,031,36
San Rafael Alto,675,023,02,031,36
San Roque,1198,024,02,031,36
San Vicente,1403,025,02,031,36
Uauang-Tuliao,113,026,02,031,36
Uauang-Galicia,0,027,02,031,36
Biga Occidental,724,029,02,031,36
Biga Oriental,717,030,02,031,36
Calanigan Norte,480,031,02,031,36
Calanigan Sur,590,032,02,031,36
Annafunan,2021,001,02,031,37
Antagan I,3293,002,02,031,37
Antagan II,1562,003,02,031,37
Arcon,2185,005,02,031,37
Balug,1563,007,02,031,37
Banig,1141,008,02,031,37
Bantug,1057,009,02,031,37
Bayabo East,1525,010,02,031,37
Caligayan,1653,012,02,031,37
Camasi,2467,013,02,031,37
Carpentero,1069,014,02,031,37
Compania,1375,015,02,031,37
Cumabao,2428,016,02,031,37
Fugu Abajo,953,018,02,031,37
Fugu Norte,716,019,02,031,37
Fugu Sur,169,020,02,031,37
Fermeldy,2410,021,02,031,37
Lalauanan,851,022,02,031,37
Lanna,3108,023,02,031,37
Lapogan,2755,024,02,031,37
Lingaling,1626,025,02,031,37
Liwanag,1954,026,02,031,37
Santa Visitacion,1379,027,02,031,37
