name,population,code,region_code,province_code,city_code
Barangay I ,2218,014,05,016,12
Barangay II ,1865,015,05,016,12
Barangay III ,2145,016,05,016,12
Sabang,3618,017,05,016,12
Santo Domingo,4656,018,05,016,12
Singi,1557,019,05,016,12
Sula,1638,020,05,016,12
Agdangan Pob.,4600,001,05,017,01
Antipolo,867,002,05,017,01
Bagumbayan,2213,003,05,017,01
Caranday,1087,004,05,017,01
Cristo Rey,296,005,05,017,01
Del Pilar,496,006,05,017,01
Del Rosario ,1409,007,05,017,01
Iyagan,1203,008,05,017,01
La Medalla,2335,009,05,017,01
Lourdes,560,010,05,017,01
Nababarera,309,011,05,017,01
Sagrada,4410,012,05,017,01
Salvacion,3225,013,05,017,01
Buluang,7973,014,05,017,01
San Francisco ,2424,015,05,017,01
San Isidro,3827,016,05,017,01
San Jose ,2425,017,05,017,01
San Juan,3803,018,05,017,01
San Nicolas ,2033,019,05,017,01
San Rafael,312,020,05,017,01
Pugay,1413,021,05,017,01
San Ramon ,459,022,05,017,01
San Roque ,1002,023,05,017,01
San Vicente,4564,024,05,017,01
Santa Cruz ,2961,025,05,017,01
Santa Eulalia,985,026,05,017,01
Santa Isabel,406,027,05,017,01
Santa Teresa,308,028,05,017,01
Santa Teresita,2720,029,05,017,01
Tapol,868,030,05,017,01
Cabanbanan,1318,002,05,017,02
Cabungan,962,003,05,017,02
Camangahan,425,004,05,017,02
Cayogcog,314,006,05,017,02
Coguit,2977,007,05,017,02
Duran,5473,008,05,017,02
Laganac,2340,009,05,017,02
Luluasan,3923,010,05,017,02
Montenegro,362,011,05,017,02
Pararao,2140,012,05,017,02
Siramag ,4969,013,05,017,02
Pulang Daga,888,014,05,017,02
Sagrada Nacacale,619,015,05,017,02
San Francisco,1301,016,05,017,02
Santiago Nacacale,452,017,05,017,02
Tapayas,1575,018,05,017,02
Tomatarayo,631,019,05,017,02
Agos,1932,001,05,017,03
Bacolod,1129,002,05,017,03
Buluang,2159,003,05,017,03
Caricot,543,004,05,017,03
Cawacagan,1680,005,05,017,03
Cotmon,336,006,05,017,03
Cristo Rey,857,007,05,017,03
Del Rosario,420,008,05,017,03
Divina Pastora ,1690,009,05,017,03
Goyudan,1351,010,05,017,03
Lobong,458,011,05,017,03
Lubigan,211,012,05,017,03
Mainit,276,013,05,017,03
Manga,302,014,05,017,03
Masoli,2963,015,05,017,03
Neighborhood,707,016,05,017,03
Niño Jesus,751,017,05,017,03
Pagatpatan,2699,018,05,017,03
Palo,795,019,05,017,03
Payak,2012,020,05,017,03
Sagrada,882,023,05,017,03
Salvacion,1622,024,05,017,03
San Isidro ,212,025,05,017,03
San Juan,2231,026,05,017,03
San Miguel,4389,027,05,017,03
San Rafael ,1587,028,05,017,03
San Roque,2059,029,05,017,03
San Vicente,6711,030,05,017,03
Santa Cruz ,3079,031,05,017,03
Santiago ,3588,032,05,017,03
Sooc,306,033,05,017,03
Tagpolo,669,034,05,017,03
Tres Reyes ,1549,035,05,017,03
San Antonio,4372,001,05,017,04
San Francisco,2645,002,05,017,04
San Isidro ,1275,003,05,017,04
San Jose ,1274,004,05,017,04
Pagao,583,005,05,017,04
San Roque ,2603,006,05,017,04
Siembre,2798,007,05,017,04
Santo Domingo,2445,008,05,017,04
Antipolo,2265,001,05,017,05
Burocbusoc,1591,002,05,017,05
Cabatuan,1991,003,05,017,05
Cagmaslog,773,004,05,017,05
Amlongan,480,005,05,017,05
De La Fe,1450,007,05,017,05
Divino Rostro,858,009,05,017,05
Ipil,1533,010,05,017,05
Gabas,746,011,05,017,05
Ibayugan,1962,012,05,017,05
Igbac,1968,013,05,017,05
Iraya,3178,014,05,017,05
Labawon,708,015,05,017,05
Delos Angeles,1768,016,05,017,05
Monte Calvario,3237,018,05,017,05
Namurabod,444,019,05,017,05
Sagrada Familia,4577,020,05,017,05
Salvacion,3228,021,05,017,05
San Antonio,1920,022,05,017,05
San Buenaventura ,2365,023,05,017,05
San Francisco,1080,024,05,017,05
San Isidro,2748,025,05,017,05
San Jose Baybayon,1279,026,05,017,05
San Jose Salay,1970,027,05,017,05
Macaangay,876,028,05,017,05
San Pascual ,1238,029,05,017,05
San Pedro ,2317,030,05,017,05
San Rafael,2670,031,05,017,05
San Ramon,1817,032,05,017,05
San Roque ,772,033,05,017,05
San Vicente,3208,034,05,017,05
Santa Clara ,2693,035,05,017,05
Santa Cruz,2233,036,05,017,05
Santa Elena ,3819,037,05,017,05
Santa Isabel,1169,038,05,017,05
Santa Justina,6159,039,05,017,05
Lourdes,3841,040,05,017,05
Tambo,4375,041,05,017,05
Bagoladio,1599,001,05,017,06
Bagumbayan,2215,002,05,017,06
Balaogan,3802,003,05,017,06
Caorasan,1492,004,05,017,06
Casugad,4281,005,05,017,06
Causip,2517,006,05,017,06
Fabrica,5569,007,05,017,06
Inoyonan,1305,008,05,017,06
Itangon,1839,009,05,017,06
Kinalabasahan,649,011,05,017,06
La Purisima,1649,012,05,017,06
La Victoria,1444,013,05,017,06
Lanipga,1685,014,05,017,06
Lubgan,2593,015,05,017,06
Ombao Heights,1619,016,05,017,06
Ombao Polpog,2149,017,05,017,06
Palsong,7002,018,05,017,06
Panoypoyan,2339,019,05,017,06
Pawili,2997,020,05,017,06
Sagrada,2022,021,05,017,06
Salvacion ,1172,022,05,017,06
San Agustin,1480,023,05,017,06
San Francisco,1319,024,05,017,06
San Isidro,1746,025,05,017,06
San Jose,2563,026,05,017,06
San Miguel,2941,027,05,017,06
San Ramon,1813,028,05,017,06
San Roque ,2446,029,05,017,06
San Roque Heights,645,030,05,017,06
Santa Elena,2226,031,05,017,06
Santo Domingo,1835,032,05,017,06
Santo Niño,1408,033,05,017,06
Taisan,782,034,05,017,06
Barcelonita,2484,001,05,017,07
Biong,1761,002,05,017,07
Camagong,1521,004,05,017,07
Castillo,5104,005,05,017,07
New Poblacion,1304,006,05,017,07
Pandan,2854,007,05,017,07
San Pedro,2360,008,05,017,07
Santa Cruz,1074,009,05,017,07
Santa Lutgarda ,795,010,05,017,07
Balatasan,564,001,05,017,08
Balombon,1093,002,05,017,08
Balongay,1415,003,05,017,08
Belen,1674,004,05,017,08
Bigaas,2214,005,05,017,08
Binanuaanan Grande,1910,006,05,017,08
Binanuaanan Pequeño,686,007,05,017,08
Binaliw,1995,008,05,017,08
Bonot-Santa Rosa,4111,009,05,017,08
Burabod,1616,010,05,017,08
Cabanbanan,1019,011,05,017,08
Cagsao,1893,012,05,017,08
Camuning,2614,013,05,017,08
Comaguingking,1615,014,05,017,08
Del Carmen ,699,015,05,017,08
Dominorog,1129,016,05,017,08
Fabrica,1630,017,05,017,08
Harobay,2089,018,05,017,08
La Purisima,701,019,05,017,08
Lugsad,1340,021,05,017,08
Manguiring,4110,022,05,017,08
Pagatpat,1852,023,05,017,08
Paolbo,4380,024,05,017,08
Pinada,726,025,05,017,08
Punta Tarawal,353,026,05,017,08
Quinale,1340,027,05,017,08
Sabang,5683,028,05,017,08
Salvacion-Baybay,2802,029,05,017,08
San Antonio Poblacion,679,030,05,017,08
San Antonio,843,031,05,017,08
San Bernardino,448,032,05,017,08
San Francisco ,1091,033,05,017,08
San Isidro,1261,034,05,017,08
San Lucas,2651,036,05,017,08
San Miguel ,1368,037,05,017,08
San Pablo ,773,038,05,017,08
San Roque,6333,039,05,017,08
San Vicente ,530,040,05,017,08
Santa Cruz Ratay,5456,041,05,017,08
Santa Cruz Poblacion,2052,042,05,017,08
Santa Isabel ,917,043,05,017,08
Santa Salud ,1415,044,05,017,08
Santo Domingo,3675,045,05,017,08
Santo Niño,675,046,05,017,08
Siba-o,1118,047,05,017,08
Sibobo,1763,048,05,017,08
Sogod,1359,049,05,017,08
Tomagodtod,1246,050,05,017,08
Dugcal,4842,001,05,017,09
Marupit,5037,002,05,017,09
San Francisco,874,003,05,017,09
San Juan-San Ramon ,1067,005,05,017,09
San Lucas ,496,007,05,017,09
San Marcos ,1495,008,05,017,09
San Mateo ,1596,009,05,017,09
San Jose-San Pablo ,671,011,05,017,09
San Roque,3098,013,05,017,09
Santo Domingo ,506,014,05,017,09
Santo Tomas ,707,015,05,017,09
Sua,2419,016,05,017,09
Tarosanan,2228,017,05,017,09
Baras ,2458,001,05,017,10
Del Rosario,3744,002,05,017,10
Dinaga ,1768,003,05,017,10
Fundado,509,004,05,017,10
Haring,2582,005,05,017,10
Iquin,798,006,05,017,10
Linaga,591,007,05,017,10
Mangayawan,1949,008,05,017,10
Palo,703,009,05,017,10
Pangpang ,872,010,05,017,10
Poro,1738,011,05,017,10
San Agustin,3192,012,05,017,10
San Francisco,1208,014,05,017,10
San Jose East,481,015,05,017,10
San Jose West,563,016,05,017,10
San Juan,241,017,05,017,10
San Nicolas,753,018,05,017,10
San Roque,1220,019,05,017,10
San Vicente,3166,020,05,017,10
Santa Cruz ,1691,021,05,017,10
Santa Teresita,1557,022,05,017,10
Sua,1317,023,05,017,10
Talidtid,1205,024,05,017,10
Tibgao ,1899,025,05,017,10
Agaas,433,001,05,017,11
Antolon,596,002,05,017,11
Bacgong,627,003,05,017,11
Bahay,547,004,05,017,11
Bikal,1641,005,05,017,11
Binanuahan ,1019,006,05,017,11
Cabacongan,1491,007,05,017,11
Cadong,1102,008,05,017,11
Colongcogong,1305,009,05,017,11
Canatuan,424,010,05,017,11
Caputatan,748,011,05,017,11
Gogon,1599,012,05,017,11
Daraga,1415,013,05,017,11
Gata,2115,014,05,017,11
Gibgos,2346,015,05,017,11
Guijalo,2810,016,05,017,11
Hanopol,1020,017,05,017,11
Hanoy,518,018,05,017,11
Haponan,783,019,05,017,11
Ilawod,826,020,05,017,11
Ili-Centro ,1314,022,05,017,11
Lidong,833,023,05,017,11
Lubas,734,024,05,017,11
Malabog,976,025,05,017,11
Maligaya,881,026,05,017,11
Mampirao,785,027,05,017,11
Mandiclum,903,028,05,017,11
Maqueda,837,029,05,017,11
Minalaba,560,030,05,017,11
Oring,1039,031,05,017,11
Oroc-Osoc,743,032,05,017,11
Pagolinan,468,033,05,017,11
Pandanan,1030,034,05,017,11
Paniman,1797,035,05,017,11
Patag-Belen,471,036,05,017,11
Pili-Centro,953,037,05,017,11
Pili-Tabiguian,811,038,05,017,11
Poloan,499,039,05,017,11
Salvacion,1114,040,05,017,11
San Roque,774,041,05,017,11
San Vicente,1095,042,05,017,11
Santa Cruz,883,043,05,017,11
Solnopan,986,044,05,017,11
Tabgon,1912,045,05,017,11
Tabiguian,1022,046,05,017,11
Tabog,1323,047,05,017,11
Tawog ,1804,048,05,017,11
Toboan,700,049,05,017,11
Terogo,1116,050,05,017,11
Bagong Silang,1165,001,05,017,12
Bucal,170,002,05,017,12
Cabasag,894,003,05,017,12
Comadaycaday,693,004,05,017,12
Domagondong,384,005,05,017,12
Kinalangan,703,006,05,017,12
Comadogcadog,1587,007,05,017,12
Mabini,513,008,05,017,12
Magais I,1087,009,05,017,12
Magais II,264,010,05,017,12
Mansalaya,1174,011,05,017,12
Nagkalit,752,012,05,017,12
Palaspas,702,013,05,017,12
Pamplona,291,014,05,017,12
Pasay,1087,015,05,017,12
Pinagdapian,690,016,05,017,12
Pinugusan,107,017,05,017,12
Zone I Fatima ,954,018,05,017,12
Zone II San Antonio ,2207,019,05,017,12
Poblacion Zone III,1525,020,05,017,12
Sabang,2123,021,05,017,12
Salvacion,476,022,05,017,12
San Juan,1042,023,05,017,12
San Pablo,301,024,05,017,12
Santa Rita I,694,025,05,017,12
Santa Rita II,220,026,05,017,12
Sinagawsawan,595,027,05,017,12
Sinuknipan I,2324,028,05,017,12
Sinuknipan II,429,029,05,017,12
Sugsugin,423,030,05,017,12
Tabion,505,031,05,017,12
Tomagoktok,322,032,05,017,12
Cagbunga,1876,001,05,017,13
Dahilig,1289,002,05,017,13
Loob,1254,004,05,017,13
Malbong,1823,005,05,017,13
Namuat,530,006,05,017,13
Sampaloc,2252,007,05,017,13
District I ,1323,008,05,017,13
District II ,1237,009,05,017,13
Ason,1280,001,05,017,14
Bahi,2068,002,05,017,14
Binagasbasan,1065,003,05,017,14
Burabod,720,004,05,017,14
Cagamutan,539,005,05,017,14
Cagnipa,722,006,05,017,14
Canlong,757,007,05,017,14
Dangla,583,008,05,017,14
Del Pilar,1277,009,05,017,14
Denrica,1538,010,05,017,14
Harrison,2230,011,05,017,14
Mansangat,822,012,05,017,14
Pambuhan,1777,013,05,017,14
Barangay I ,1698,014,05,017,14
Barangay II ,1023,015,05,017,14
Barangay III ,721,016,05,017,14
Barangay IV ,2713,017,05,017,14
Sagrada,701,018,05,017,14
Salvacion,660,019,05,017,14
San Vicente,1605,020,05,017,14
Sumaoy,2163,021,05,017,14
Tamiawon,852,022,05,017,14
Toytoy,1922,023,05,017,14
Abucayan,1988,001,05,017,15
Bagumbayan Grande ,1398,002,05,017,15
Bagumbayan Pequeño ,4344,003,05,017,15
Balaynan,1606,004,05,017,15
Belen ,1852,005,05,017,15
Buyo,4441,006,05,017,15
Cagaycay,2797,007,05,017,15
Catagbacan,4551,008,05,017,15
Digdigon,3090,009,05,017,15
Gimaga,2348,010,05,017,15
Halawig-Gogon,2022,011,05,017,15
Hiwacloy,2442,013,05,017,15
La Purisima ,844,014,05,017,15
Lamon,1651,015,05,017,15
Matacla,5584,016,05,017,15
Maymatan,919,017,05,017,15
Maysalay,1600,018,05,017,15
Napawon,1501,019,05,017,15
Panday ,623,020,05,017,15
Payatan,2563,021,05,017,15
Pinaglabanan,2527,022,05,017,15
Salog,1963,023,05,017,15
San Benito ,1794,024,05,017,15
San Isidro West,1835,025,05,017,15
San Isidro ,1011,026,05,017,15
San Jose ,840,027,05,017,15
San Juan Bautista ,1300,028,05,017,15
San Juan Evangelista ,828,029,05,017,15
San Pedro,1692,030,05,017,15
Scout Fuentebella,694,031,05,017,15
Tabgon,2279,032,05,017,15
Tagongtong,2722,033,05,017,15
Tamban,346,034,05,017,15
Taytay,3373,035,05,017,15
Antipolo,812,001,05,017,16
Cristo Rey,1214,002,05,017,16
Del Rosario,2029,003,05,017,16
Francia,2632,004,05,017,16
La Anunciacion,1647,005,05,017,16
La Medalla,2564,006,05,017,16
La Purisima,3174,007,05,017,16
La Trinidad,2108,008,05,017,16
Niño Jesus,897,009,05,017,16
Perpetual Help,4390,010,05,017,16
Sagrada,2051,011,05,017,16
Salvacion,3624,012,05,017,16
San Agustin,6805,013,05,017,16
San Andres,622,014,05,017,16
San Antonio,4074,015,05,017,16
San Francisco ,6438,016,05,017,16
San Isidro,9538,017,05,017,16
San Jose,3123,018,05,017,16
San Juan,4473,019,05,017,16
San Miguel,3314,020,05,017,16
San Nicolas,11665,021,05,017,16
San Pedro,2217,022,05,017,16
San Rafael,745,023,05,017,16
San Ramon,1790,024,05,017,16
San Roque ,2342,025,05,017,16
San Vicente Norte,850,026,05,017,16
San Vicente Sur,2761,027,05,017,16
Santa Cruz Norte,692,028,05,017,16
Santa Cruz Sur,3064,029,05,017,16
Santa Elena,2529,030,05,017,16
Santa Isabel,686,031,05,017,16
Santa Maria,3326,032,05,017,16
Santa Teresita,3083,033,05,017,16
Santiago,2909,034,05,017,16
Santo Domingo,6584,035,05,017,16
Santo Niño,3685,036,05,017,16
Agosais,390,001,05,017,17
Agpo-Camagong-Tabog,2332,002,05,017,17
Amoguis,1611,003,05,017,17
Bocogan,1333,004,05,017,17
Balaton,1392,005,05,017,17
Binanuahan,2288,006,05,017,17
Burabod,4037,007,05,017,17
Cabotonan,1117,008,05,017,17
Dahat,2295,009,05,017,17
Del Carmen,922,010,05,017,17
Ginorangan,1179,011,05,017,17
Gimagtocon,1270,012,05,017,17
Gubat,1089,013,05,017,17
Guibahoy,1241,014,05,017,17
Himanag,1807,015,05,017,17
Kinahologan,982,016,05,017,17
Loho,2317,017,05,017,17
Manamoc,946,018,05,017,17
Mangogon,627,019,05,017,17
Mapid,1806,020,05,017,17
Olas,685,021,05,017,17
Omalo,502,022,05,017,17
Panagan,556,023,05,017,17
Panicuan,673,024,05,017,17
Pinamihagan,1531,025,05,017,17
San Francisco ,1067,026,05,017,17
San Isidro,552,027,05,017,17
San Isidro Sur ,670,028,05,017,17
San Isidro Norte ,1597,029,05,017,17
San Rafael,2168,030,05,017,17
San Ramon,3934,031,05,017,17
San Roque,1853,032,05,017,17
San Sebastian,2678,033,05,017,17
San Vicente ,1157,034,05,017,17
Santa Cruz ,632,035,05,017,17
Santa Maria ,3131,036,05,017,17
Saripongpong ,802,037,05,017,17
Sipaco,1545,038,05,017,17
Aslong,891,001,05,017,18
Awayan,1567,002,05,017,18
Bagacay,1964,003,05,017,18
Bagadion,1811,004,05,017,18
Bagamelon,979,005,05,017,18
Bagumbayan,1873,006,05,017,18
Bahao,3589,007,05,017,18
Bahay,4308,008,05,017,18
Beguito Nuevo,813,009,05,017,18
Beguito Viejo,1370,010,05,017,18
Begajo Norte,1671,012,05,017,18
Begajo Sur,1100,013,05,017,18
Bikal,2000,014,05,017,18
Busak,1726,015,05,017,18
Caima,1298,016,05,017,18
Calabnigan,1396,017,05,017,18
Camambugan,1101,018,05,017,18
Cambalidio,2973,019,05,017,18
Candami,456,020,05,017,18
Candato,1550,021,05,017,18
Cawayan,890,022,05,017,18
Concepcion,2130,023,05,017,18
Cuyapi,336,024,05,017,18
Danawan,904,025,05,017,18
Duang Niog,1592,026,05,017,18
Handong,1538,027,05,017,18
Ibid,1508,028,05,017,18
Inalahan,826,029,05,017,18
Labao,2767,030,05,017,18
Libod I,588,031,05,017,18
Libod II,662,032,05,017,18
Loba-loba,1219,033,05,017,18
Mabini,647,035,05,017,18
Malansad Nuevo,745,036,05,017,18
Malansad Viejo,1053,037,05,017,18
Malbogon,737,038,05,017,18
Malinao,1710,039,05,017,18
Mambalite,799,040,05,017,18
Mambayawas,942,041,05,017,18
Mambulo Nuevo,5076,042,05,017,18
Mambulo Viejo,2506,043,05,017,18
Mancawayan,696,044,05,017,18
Mandacanan,471,045,05,017,18
Mantalisay,1610,046,05,017,18
Padlos,676,047,05,017,18
Pag-Oring Nuevo,1615,048,05,017,18
Pag-Oring Viejo,496,049,05,017,18
Palangon,990,050,05,017,18
Palong,1724,051,05,017,18
Patag,2360,052,05,017,18
Planza,557,053,05,017,18
Poblacion,1594,054,05,017,18
Potot,2914,055,05,017,18
Puro-Batia,2346,056,05,017,18
Rongos,834,057,05,017,18
Salvacion,1167,058,05,017,18
San Isidro,4000,060,05,017,18
San Juan,1052,061,05,017,18
San Pablo,1569,062,05,017,18
San Vicente,1604,063,05,017,18
Sibujo,1796,064,05,017,18
Sigamot,1942,065,05,017,18
Station-Church Site,1654,066,05,017,18
Taban-Fundado,2181,067,05,017,18
Tampuhan,808,068,05,017,18
Tanag,2517,069,05,017,18
Tarum,1059,070,05,017,18
Tinalmud Nuevo,1044,071,05,017,18
Tinalmud Viejo,758,072,05,017,18
Tinangkihan,992,073,05,017,18
Udoc,1303,074,05,017,18
Umalo,1189,075,05,017,18
Uson,1342,076,05,017,18
Villasocorro,1034,077,05,017,18
Villadima,1489,078,05,017,18
Alleomar,227,001,05,017,19
Bagangan Sr.,521,003,05,017,19
Bagong Sikat,493,004,05,017,19
Bel-Cruz,1025,005,05,017,19
Bangon,1544,006,05,017,19
Barrera Jr.,256,007,05,017,19
Barrera Sr.,737,008,05,017,19
Belwang,871,009,05,017,19
Buenasuerte,556,010,05,017,19
Bulawan Jr.,1433,011,05,017,19
Bulawan Sr.,1868,012,05,017,19
Cabutagan,780,013,05,017,19
Kaibigan,102,014,05,017,19
Casay,1630,015,05,017,19
Colacling,2745,016,05,017,19
Cristo Rey,523,017,05,017,19
Del Carmen,975,018,05,017,19
Haguimit,257,019,05,017,19
Haluban,1120,020,05,017,19
La Purisima,865,021,05,017,19
Lourdes,698,022,05,017,19
Mangcawayan,727,024,05,017,19
Napolidan,917,025,05,017,19
Poblacion,2396,027,05,017,19
Polantuna,685,028,05,017,19
Sagrada,619,029,05,017,19
Salvacion,223,030,05,017,19
San Isidro,467,031,05,017,19
San Jose,1547,032,05,017,19
San Pedro,788,033,05,017,19
San Rafael Norte,370,035,05,017,19
San Rafael Sur,503,036,05,017,19
San Ramon,565,037,05,017,19
San Vicente,436,038,05,017,19
Sooc,2308,039,05,017,19
Tanawan,520,040,05,017,19
Tible,460,041,05,017,19
Tapi,1140,042,05,017,19
Barobaybay,730,001,05,017,20
Bell ,2496,002,05,017,20
Carangcang,3133,003,05,017,20
Carigsa,230,004,05,017,20
Casuray,1150,005,05,017,20
Monserrat ,979,006,05,017,20
Ponong,1396,007,05,017,20
San Francisco ,1308,008,05,017,20
San Isidro ,3111,009,05,017,20
San Juan ,1183,010,05,017,20
San Miguel,752,011,05,017,20
San Pantaleon ,1238,012,05,017,20
Santa Lucia ,6478,013,05,017,20
Santa Rosa,908,014,05,017,20
Santo Tomas ,1650,015,05,017,20
Alimbuyog,1659,001,05,017,21
Amparado ,421,002,05,017,21
Balagbag,1727,003,05,017,21
Borongborongan,1181,004,05,017,21
Cabugao,1958,005,05,017,21
Capucnasan,3401,006,05,017,21
Dalipay,2394,007,05,017,21
Del Rosario ,2563,008,05,017,21
Flordeliz,1527,009,05,017,21
Lipot,1637,010,05,017,21
Mayaopayawan,1390,011,05,017,21
Maycatmon,1704,012,05,017,21
Maydaso,820,013,05,017,21
San Antonio,3941,014,05,017,21
San Jose ,2265,015,05,017,21
San Miguel ,1305,016,05,017,21
San Roque ,882,017,05,017,21
San Vicente ,1100,018,05,017,21
Santo Domingo ,1331,019,05,017,21
Tarusanan,757,020,05,017,21
Antipolo,6856,001,05,017,22
Bagolatao,1277,002,05,017,22
Bagongbong,987,003,05,017,22
Baliuag Nuevo,1672,004,05,017,22
Baliuag Viejo,3452,005,05,017,22
Catanusan,1393,006,05,017,22
Del Carmen-Del Rosario ,2610,007,05,017,22
Del Socorro,1384,008,05,017,22
Hamoraon,1849,009,05,017,22
Hobo,4430,010,05,017,22
Irayang Solong,1950,011,05,017,22
Magadap,1295,012,05,017,22
Malitbog,2155,013,05,017,22
Manapao,2660,014,05,017,22
Mataoroc,2810,015,05,017,22
Sagrada,2829,016,05,017,22
Salingogon,2547,017,05,017,22
San Antonio,1081,018,05,017,22
San Felipe-Santiago ,841,019,05,017,22
San Francisco ,584,020,05,017,22
San Jose,1923,021,05,017,22
San Juan-San Lorenzo ,1498,022,05,017,22
Taban,1277,023,05,017,22
Tariric,3082,024,05,017,22
Timbang,1539,025,05,017,22
Angustia,2049,001,05,017,23
Antipolo Old,2210,002,05,017,23
Antipolo Young,972,003,05,017,23
Aro-aldao,996,004,05,017,23
Bustrac,1181,005,05,017,23
Inapatan,2949,006,05,017,23
Dolorosa,2097,007,05,017,23
Duran,889,009,05,017,23
La Purisima,9895,010,05,017,23
Lourdes Old,1076,011,05,017,23
Lourdes Young,3610,012,05,017,23
La Opinion,5654,015,05,017,23
Paloyon Proper,3085,016,05,017,23
Salvacion Que Gatos,589,018,05,017,23
San Antonio ,2839,019,05,017,23
San Antonio Ogbon,3262,020,05,017,23
San Esteban ,1811,021,05,017,23
San Francisco ,746,022,05,017,23
San Isidro ,534,023,05,017,23
San Isidro Inapatan,703,024,05,017,23
Malawag,3214,026,05,017,23
San Jose,1826,027,05,017,23
San Juan ,924,028,05,017,23
San Luis ,359,029,05,017,23
San Miguel ,1710,030,05,017,23
San Nicolas ,1108,031,05,017,23
San Roque ,837,033,05,017,23
San Roque Madawon,912,034,05,017,23
San Roque Sagumay,1086,035,05,017,23
San Vicente Gorong-Gorong,1561,036,05,017,23
San Vicente Ogbon,2505,037,05,017,23
Santa Barbara,1490,038,05,017,23
Santa Cruz,1845,039,05,017,23
Santa Elena Baras,2332,040,05,017,23
Santa Lucia Baras,1639,041,05,017,23
Santiago Old,2286,042,05,017,23
Santiago Young,1551,043,05,017,23
Santo Domingo,5925,044,05,017,23
Tandaay,1620,045,05,017,23
Topas Proper,2489,046,05,017,23
Topas Sogod,1425,047,05,017,23
Paloyon Oriental,699,048,05,017,23
Abella,5757,001,05,017,24
Bagumbayan Norte,2203,002,05,017,24
Bagumbayan Sur,7867,003,05,017,24
Balatas,11112,004,05,017,24
Calauag,11295,006,05,017,24
Cararayan,19692,007,05,017,24
Carolina,6870,008,05,017,24
Concepcion Grande,11125,009,05,017,24
Concepcion Pequeña,25139,010,05,017,24
Dayangdang,4130,011,05,017,24
Del Rosario,10337,012,05,017,24
Dinaga,344,013,05,017,24
Igualdad Interior,3008,014,05,017,24
Lerma,1640,017,05,017,24
Liboton,3105,018,05,017,24
Mabolo,8125,019,05,017,24
Pacol,14747,020,05,017,24
Panicuason,3100,023,05,017,24
Peñafrancia,4503,024,05,017,24
Sabang,6838,025,05,017,24
San Felipe,21098,026,05,017,24
San Francisco ,722,027,05,017,24
San Isidro,3432,028,05,017,24
Santa Cruz,7135,029,05,017,24
Tabuco,4240,030,05,017,24
Tinago,2904,031,05,017,24
Triangulo,8702,032,05,017,24
Ayugan,2614,001,05,017,25
Cabariwan,1558,002,05,017,25
Cagmanaba,1952,003,05,017,25
Del Rosario,1942,004,05,017,25
Gatbo,3097,005,05,017,25
Guinaban,1761,006,05,017,25
Hanawan,3032,007,05,017,25
Hibago,3355,008,05,017,25
La Purisima Nuevo,1866,009,05,017,25
May-Ogob,1946,010,05,017,25
New Moriones,1706,011,05,017,25
Old Moriones,2418,012,05,017,25
Pinit,4269,013,05,017,25
Poblacion Central,1087,014,05,017,25
Poblacion East,794,015,05,017,25
Poblacion West,896,016,05,017,25
Salvacion,2457,017,05,017,25
San Antonio,2759,018,05,017,25
San Francisco,3190,019,05,017,25
San Jose Oras,1835,020,05,017,25
San Roque Commonal,1253,022,05,017,25
San Vicente,2135,023,05,017,25
Santa Cruz,1202,024,05,017,25
Santo Niño,993,025,05,017,25
Villaflorida,956,026,05,017,25
Batang,2330,001,05,017,26
Burabod,1948,002,05,017,26
Cagbibi,523,003,05,017,26
Cagbunga,927,004,05,017,26
Calawat,750,005,05,017,26
Del Rosario,2674,006,05,017,26
Patong,1475,007,05,017,26
Poblacion,6242,009,05,017,26
Salvacion,1001,010,05,017,26
San Gabriel,3928,011,05,017,26
San Isidro,2525,012,05,017,26
San Rafael,388,013,05,017,26
San Ramon,1882,014,05,017,26
San Vicente,4260,015,05,017,26
Veneracion,1854,016,05,017,26
Tambo,4231,017,05,017,26
Tampadong,2395,018,05,017,26
Antipolo,953,001,05,017,27
Bagong Silang,550,002,05,017,27
Bahay,1905,003,05,017,27
Balogo,5785,004,05,017,27
Caranan,10460,005,05,017,27
Cuco,2004,006,05,017,27
Dalupaon,3977,007,05,017,27
Macad,1823,008,05,017,27
Hubo,780,009,05,017,27
Itulan,1226,010,05,017,27
Odicon,3043,011,05,017,27
Quitang,2991,012,05,017,27
Salvacion,995,013,05,017,27
San Antonio,613,014,05,017,27
San Cirilo ,5331,015,05,017,27
Santa Rosa Del Norte ,4136,016,05,017,27
Santa Rosa Del Sur ,3527,017,05,017,27
Tilnac,927,019,05,017,27
Tinalmud,2435,020,05,017,27
Anayan,3379,001,05,017,28
Bagong Sirang,3277,002,05,017,28
Binanwaanan,5188,003,05,017,28
Binobong,2780,004,05,017,28
Cadlan,6000,005,05,017,28
Caroyroyan,7594,006,05,017,28
Curry,2584,007,05,017,28
Del Rosario,3090,008,05,017,28
Himaao,4832,009,05,017,28
La Purisima,3210,010,05,017,28
New San Roque,3946,011,05,017,28
Old San Roque ,942,012,05,017,28
Palestina,6024,013,05,017,28
Pawili,2418,014,05,017,28
Sagurong,2765,015,05,017,28
Sagrada,3294,016,05,017,28
San Agustin,5722,017,05,017,28
San Antonio ,1339,018,05,017,28
San Isidro ,2244,019,05,017,28
San Jose,13339,020,05,017,28
San Juan ,2096,021,05,017,28
San Vicente ,2116,022,05,017,28
Santiago ,2511,023,05,017,28
