10-digit PSGC,Name,Correspondence Code,Geographic Level,2020 Population,Status
405605025.0,Masaya,45605025.0,Bgy,426,
405605026.0,Poblacion,45605026.0,Bgy,1783,
405605027.0,Rizal,45605027.0,Bgy,399,
405605028.0,Sabang Pinamasagan,45605028.0,Bgy,387,
405605029.0,Sabang Piris,45605029.0,Bgy,459,
405605030.0,San Diego,45605030.0,Bgy,733,
405605031.0,San Isidro Ibaba,45605031.0,Bgy,458,
405605032.0,San Isidro Ilaya,45605032.0,Bgy,415,
405605033.0,San Pablo,45605033.0,Bgy,501,
405605034.0,San Pedro,45605034.0,Bgy,658,
405605035.0,San Vicente,45605035.0,Bgy,1347,
405605036.0,Siain,45605036.0,Bgy,422,
405605038.0,Villa Aurora,45605038.0,Bgy,870,
405605039.0,Villa Batabat,45605039.0,Bgy,699,
405605040.0,Villa Magsaysay,45605040.0,Bgy,645,
405605042.0,Villa Veronica,45605042.0,Bgy,616,
405606000.0,Burdeos,45606000.0,Mun,24644,
405606001.0,Aluyon,45606001.0,Bgy,2744,
405606002.0,Amot,45606002.0,Bgy,1081,
405606003.0,Anibawan,45606003.0,Bgy,1461,
405606004.0,Bonifacio,45606004.0,Bgy,896,
405606005.0,Cabugao,45606005.0,Bgy,1237,
405606006.0,Cabungalunan,45606006.0,Bgy,1156,
405606007.0,Calutcot,45606007.0,Bgy,2331,
405606008.0,Caniwan,45606008.0,Bgy,781,
405606009.0,Carlagan,45606009.0,Bgy,2249,
405606010.0,Mabini,45606010.0,Bgy,1276,
405606011.0,Palasan,45606011.0,Bgy,1289,
405606012.0,Poblacion,45606012.0,Bgy,6348,
405606014.0,San Rafael,45606014.0,Bgy,1795,
405607000.0,Calauag,45607000.0,Mun,71809,
405607001.0,Agoho,45607001.0,Bgy,152,
405607002.0,Anahawan,45607002.0,Bgy,515,
405607003.0,Anas,45607003.0,Bgy,433,
405607004.0,Apad Lutao,45607004.0,Bgy,756,
405607005.0,Apad Quezon,45607005.0,Bgy,550,
405607006.0,Apad Taisan,45607006.0,Bgy,275,
405607007.0,Atulayan,45607007.0,Bgy,925,
405607008.0,Baclaran,45607008.0,Bgy,856,
405607009.0,Bagong Silang,45607009.0,Bgy,680,
405607010.0,Balibago,45607010.0,Bgy,274,
405607011.0,Bangkuruhan,45607011.0,Bgy,1156,
405607012.0,Bantolinao,45607012.0,Bgy,865,
405607013.0,Barangay I ,45607013.0,Bgy,891,Pob.
405607014.0,Barangay II ,45607014.0,Bgy,926,Pob.
405607015.0,Barangay III ,45607015.0,Bgy,491,Pob.
405607016.0,Barangay IV ,45607016.0,Bgy,456,Pob.
405607017.0,Barangay V ,45607017.0,Bgy,1076,Pob.
405607018.0,Bigaan,45607018.0,Bgy,479,
405607019.0,Binutas,45607019.0,Bgy,1521,
405607020.0,Biyan,45607020.0,Bgy,1605,
405607021.0,Bukal,45607021.0,Bgy,466,
405607022.0,Buli,45607022.0,Bgy,475,
405607023.0,Dapdap,45607023.0,Bgy,1555,
405607024.0,Dominlog,45607024.0,Bgy,522,
405607026.0,Doña Aurora,45607026.0,Bgy,1191,
405607027.0,Guinosayan,45607027.0,Bgy,305,
405607029.0,Ipil,45607029.0,Bgy,543,
405607032.0,Kalibo,45607032.0,Bgy,386,
405607033.0,Kapaluhan,45607033.0,Bgy,996,
405607034.0,Katangtang,45607034.0,Bgy,603,
405607035.0,Kigtan,45607035.0,Bgy,225,
405607036.0,Kinamaligan,45607036.0,Bgy,581,
405607037.0,Kinalin Ibaba,45607037.0,Bgy,793,
405607038.0,Kinalin Ilaya,45607038.0,Bgy,103,
405607039.0,Kumaludkud,45607039.0,Bgy,296,
405607040.0,Kunalum,45607040.0,Bgy,322,
405607041.0,Kuyaoyao,45607041.0,Bgy,476,
405607042.0,Lagay,45607042.0,Bgy,819,
405607043.0,Lainglaingan,45607043.0,Bgy,467,
405607044.0,Lungib,45607044.0,Bgy,438,
405607045.0,Mabini,45607045.0,Bgy,793,
405607046.0,Madlangdungan,45607046.0,Bgy,770,
405607047.0,Maglipad,45607047.0,Bgy,389,
405607048.0,Maligaya,45607048.0,Bgy,401,
405607049.0,Mambaling,45607049.0,Bgy,524,
405607050.0,Manhulugin,45607050.0,Bgy,301,
405607051.0,Marilag,45607051.0,Bgy,783,
405607053.0,Mulay,45607053.0,Bgy,549,
405607054.0,Pandanan,45607054.0,Bgy,635,
405607055.0,Pansol,45607055.0,Bgy,784,
405607058.0,Patihan,45607058.0,Bgy,497,
405607059.0,Pinagbayanan,45607059.0,Bgy,2079,
405607060.0,Pinagkamaligan,45607060.0,Bgy,2065,
405607061.0,Pinagsakahan,45607061.0,Bgy,810,
405607062.0,Pinagtalleran,45607062.0,Bgy,1642,
405607064.0,Rizal Ibaba,45607064.0,Bgy,887,
405607065.0,Rizal Ilaya,45607065.0,Bgy,239,
405607066.0,Sabang I,45607066.0,Bgy,1873,
405607067.0,Sabang II,45607067.0,Bgy,4459,
405607068.0,Salvacion,45607068.0,Bgy,286,
405607069.0,San Quintin,45607069.0,Bgy,354,
405607070.0,San Roque Ibaba,45607070.0,Bgy,382,
405607071.0,San Roque Ilaya,45607071.0,Bgy,1045,
405607072.0,Santa Cecilia,45607072.0,Bgy,398,
405607073.0,Santa Maria,45607073.0,Bgy,6939,
405607074.0,Santa Milagrosa,45607074.0,Bgy,1163,
405607075.0,Santa Rosa,45607075.0,Bgy,467,
405607076.0,Santo Angel,45607076.0,Bgy,2153,
405607077.0,Santo Domingo,45607077.0,Bgy,897,
405607078.0,Sinag,45607078.0,Bgy,580,
405607079.0,Sumilang,45607079.0,Bgy,1846,
405607080.0,Sumulong,45607080.0,Bgy,1221,
405607081.0,Tabansak,45607081.0,Bgy,751,
405607083.0,Talingting,45607083.0,Bgy,633,
405607084.0,Tamis,45607084.0,Bgy,686,
405607085.0,Tikiwan,45607085.0,Bgy,90,
405607086.0,Tiniguiban,45607086.0,Bgy,1264,
405607087.0,Villa Magsino,45607087.0,Bgy,429,
405607088.0,Villa San Isidro,45607088.0,Bgy,1111,
405607089.0,Viñas,45607089.0,Bgy,1028,
405607090.0,Yaganak,45607090.0,Bgy,1162,
405608000.0,Candelaria,45608000.0,Mun,137881,
405608001.0,Poblacion,45608001.0,Bgy,6453,
405608002.0,Buenavista East,45608002.0,Bgy,2783,
405608003.0,Buenavista West,45608003.0,Bgy,3768,
405608004.0,Bukal Norte,45608004.0,Bgy,2979,
405608005.0,Bukal Sur,45608005.0,Bgy,8483,
405608006.0,Kinatihan I,45608006.0,Bgy,2071,
405608007.0,Kinatihan II,45608007.0,Bgy,1923,
405608008.0,Malabanban Norte,45608008.0,Bgy,13453,
405608009.0,Malabanban Sur,45608009.0,Bgy,9701,
405608010.0,Mangilag Norte,45608010.0,Bgy,2824,
405608011.0,Mangilag Sur,45608011.0,Bgy,8451,
405608012.0,Masalukot I,45608012.0,Bgy,6836,
405608013.0,Masalukot II,45608013.0,Bgy,3017,
405608014.0,Masalukot III,45608014.0,Bgy,1351,
405608015.0,Masalukot IV,45608015.0,Bgy,787,
405608016.0,Masin Norte,45608016.0,Bgy,7587,
405608017.0,Masin Sur,45608017.0,Bgy,5862,
405608018.0,Mayabobo,45608018.0,Bgy,2566,
405608019.0,Pahinga Norte,45608019.0,Bgy,16237,
405608020.0,Pahinga Sur,45608020.0,Bgy,3522,
405608022.0,San Andres,45608022.0,Bgy,5823,
405608023.0,San Isidro,45608023.0,Bgy,5339,
405608024.0,Santa Catalina Norte,45608024.0,Bgy,7394,
405608025.0,Santa Catalina Sur,45608025.0,Bgy,7922,
405608026.0,Masalukot V,45608026.0,Bgy,749,
405610000.0,Catanauan,45610000.0,Mun,72752,
405610001.0,Ajos,45610001.0,Bgy,1674,
405610002.0,Anusan,45610002.0,Bgy,790,
405610003.0,Barangay 1 ,45610003.0,Bgy,1914,Pob.
405610004.0,Barangay 2 ,45610004.0,Bgy,655,Pob.
405610005.0,Barangay 3 ,45610005.0,Bgy,996,Pob.
405610006.0,Barangay 4 ,45610006.0,Bgy,1170,Pob.
405610007.0,Barangay 5 ,45610007.0,Bgy,616,Pob.
405610008.0,Barangay 6 ,45610008.0,Bgy,408,Pob.
405610009.0,Barangay 7 ,45610009.0,Bgy,2508,Pob.
405610010.0,Barangay 8 ,45610010.0,Bgy,1898,Pob.
405610011.0,Barangay 9 ,45610011.0,Bgy,1763,Pob.
405610012.0,Bolo,45610012.0,Bgy,1531,
405610013.0,Bulagsong,45610013.0,Bgy,863,
405610014.0,Camandiison,45610014.0,Bgy,1200,
405610015.0,Canculajao,45610015.0,Bgy,1224,
405610016.0,Catumbo,45610016.0,Bgy,1036,
405610017.0,Cawayanin Ibaba,45610017.0,Bgy,945,
405610018.0,Cawayanin Ilaya,45610018.0,Bgy,688,
405610019.0,Cutcutan,45610019.0,Bgy,1363,
405610020.0,Dahican,45610020.0,Bgy,973,
405610021.0,Doongan Ibaba,45610021.0,Bgy,750,
405610022.0,Doongan Ilaya,45610022.0,Bgy,2388,
405610023.0,Gatasan,45610023.0,Bgy,710,
405610024.0,Macpac,45610024.0,Bgy,628,
405610025.0,Madulao,45610025.0,Bgy,5503,
405610026.0,Matandang Sabang Kanluran,45610026.0,Bgy,2185,
405610027.0,Matandang Sabang Silangan,45610027.0,Bgy,1937,
405610028.0,Milagrosa,45610028.0,Bgy,719,
405610029.0,Navitas,45610029.0,Bgy,1153,
405610030.0,Pacabit,45610030.0,Bgy,2218,
405610031.0,San Antonio Magkupa,45610031.0,Bgy,802,
405610032.0,San Antonio Pala,45610032.0,Bgy,2004,
405610033.0,San Isidro,45610033.0,Bgy,3687,
405610034.0,San Jose,45610034.0,Bgy,1447,
405610035.0,San Pablo,45610035.0,Bgy,1391,
405610036.0,San Roque,45610036.0,Bgy,2644,
405610037.0,San Vicente Kanluran,45610037.0,Bgy,1864,
405610038.0,San Vicente Silangan,45610038.0,Bgy,828,
405610039.0,Santa Maria,45610039.0,Bgy,921,
405610040.0,Tagabas Ibaba,45610040.0,Bgy,1976,
405610041.0,Tagabas Ilaya,45610041.0,Bgy,512,
405610042.0,Tagbacan Ibaba,45610042.0,Bgy,2008,
405610043.0,Tagbacan Ilaya,45610043.0,Bgy,1931,
405610044.0,Tagbacan Silangan,45610044.0,Bgy,1089,
405610045.0,Tuhian,45610045.0,Bgy,3089,
405610046.0,Barangay 10 ,45610046.0,Bgy,4153,Pob.
405615000.0,Dolores,45615000.0,Mun,32514,
405615001.0,Antonino,45615001.0,Bgy,1434,
405615002.0,Bagong Anyo ,45615002.0,Bgy,1108,Pob.
405615003.0,Bayanihan ,45615003.0,Bgy,537,Pob.
405615004.0,Bulakin I,45615004.0,Bgy,3046,
405615005.0,Bungoy,45615005.0,Bgy,4109,
405615006.0,Cabatang,45615006.0,Bgy,386,
405615007.0,Dagatan,45615007.0,Bgy,3459,
405615008.0,Kinabuhayan,45615008.0,Bgy,1296,
405615009.0,Maligaya ,45615009.0,Bgy,636,Pob.
405615010.0,Manggahan,45615010.0,Bgy,1539,
405615011.0,Pinagdanlayan,45615011.0,Bgy,2739,
405615012.0,Putol,45615012.0,Bgy,1499,
405615013.0,San Mateo,45615013.0,Bgy,1920,
405615014.0,Santa Lucia,45615014.0,Bgy,5463,
405615015.0,Silanganan ,45615015.0,Bgy,844,Pob.
405615016.0,Bulakin II,45615016.0,Bgy,2499,
405616000.0,General Luna,45616000.0,Mun,24804,
405616001.0,Bacong Ibaba,45616001.0,Bgy,1712,
405616002.0,Bacong Ilaya,45616002.0,Bgy,1695,
405616003.0,Barangay 1 ,45616003.0,Bgy,517,Pob.
405616004.0,Barangay 2 ,45616004.0,Bgy,335,Pob.
405616005.0,Barangay 3 ,45616005.0,Bgy,451,Pob.
405616006.0,Barangay 4 ,45616006.0,Bgy,129,Pob.
405616007.0,Barangay 5 ,45616007.0,Bgy,174,Pob.
405616008.0,Barangay 6 ,45616008.0,Bgy,287,Pob.
405616009.0,Barangay 7 ,45616009.0,Bgy,846,Pob.
405616010.0,Barangay 8 ,45616010.0,Bgy,1301,Pob.
405616011.0,Barangay 9 ,45616011.0,Bgy,202,Pob.
405616012.0,Lavides,45616012.0,Bgy,513,
405616013.0,Magsaysay,45616013.0,Bgy,761,
405616014.0,Malaya,45616014.0,Bgy,1783,
405616015.0,Nieva,45616015.0,Bgy,1330,
405616017.0,Recto,45616017.0,Bgy,659,
405616018.0,San Ignacio Ibaba,45616018.0,Bgy,924,
405616019.0,San Ignacio Ilaya,45616019.0,Bgy,571,
405616020.0,San Isidro Ibaba,45616020.0,Bgy,1388,
405616021.0,San Isidro Ilaya,45616021.0,Bgy,2835,
405616022.0,San Jose,45616022.0,Bgy,2326,
405616023.0,San Nicolas,45616023.0,Bgy,1033,
405616024.0,San Vicente,45616024.0,Bgy,1010,
405616025.0,Santa Maria Ibaba,45616025.0,Bgy,465,
405616026.0,Santa Maria Ilaya,45616026.0,Bgy,262,
405616027.0,Sumilang,45616027.0,Bgy,801,
405616028.0,Villarica,45616028.0,Bgy,494,
405617000.0,General Nakar,45617000.0,Mun,34225,
405617001.0,Anoling,45617001.0,Bgy,4247,
405617002.0,Banglos,45617002.0,Bgy,823,
405617003.0,Batangan,45617003.0,Bgy,1530,
405617004.0,Catablingan,45617004.0,Bgy,2833,
405617005.0,Canaway,45617005.0,Bgy,1626,
405617006.0,Lumutan,45617006.0,Bgy,1692,
405617007.0,Mahabang Lalim,45617007.0,Bgy,785,
405617008.0,Maigang,45617008.0,Bgy,914,
405617009.0,Maligaya,45617009.0,Bgy,1508,
405617010.0,Magsikap,45617010.0,Bgy,1894,
405617011.0,Minahan Norte,45617011.0,Bgy,484,
405617012.0,Minahan Sur,45617012.0,Bgy,1937,
405617013.0,Pagsangahan,45617013.0,Bgy,1733,
405617014.0,Pamplona,45617014.0,Bgy,2059,
405617015.0,Pisa,45617015.0,Bgy,1285,
405617016.0,Poblacion,45617016.0,Bgy,1227,
405617017.0,Sablang,45617017.0,Bgy,887,
405617018.0,San Marcelino,45617018.0,Bgy,836,
405617019.0,Umiray,45617019.0,Bgy,5925,
405618000.0,Guinayangan,45618000.0,Mun,44045,
405618001.0,A. Mabini,45618001.0,Bgy,714,
405618002.0,Aloneros,45618002.0,Bgy,1762,
405618003.0,Arbismen,45618003.0,Bgy,945,
405618004.0,Bagong Silang,45618004.0,Bgy,734,
405618005.0,Balinarin,45618005.0,Bgy,420,
405618006.0,Bukal Maligaya,45618006.0,Bgy,257,
405618007.0,Cabibihan,45618007.0,Bgy,200,
405618008.0,Cabong Norte,45618008.0,Bgy,847,
405618009.0,Cabong Sur,45618009.0,Bgy,345,
405618010.0,Calimpak,45618010.0,Bgy,5693,
405618011.0,Capuluan Central,45618011.0,Bgy,1501,
405618012.0,Capuluan Tulon,45618012.0,Bgy,1050,
405618013.0,Dancalan Caimawan,45618013.0,Bgy,1197,
405618014.0,Dancalan Central,45618014.0,Bgy,711,
405618015.0,Danlagan Batis,45618015.0,Bgy,319,
405618016.0,Danlagan Cabayao,45618016.0,Bgy,265,
405618017.0,Danlagan Central,45618017.0,Bgy,355,
405618018.0,Danlagan Reserva,45618018.0,Bgy,514,
405618019.0,Del Rosario,45618019.0,Bgy,221,
405618020.0,Dungawan Central,45618020.0,Bgy,732,
405618021.0,Dungawan Paalyunan,45618021.0,Bgy,877,
405618022.0,Dungawan Pantay,45618022.0,Bgy,302,
405618023.0,Ermita,45618023.0,Bgy,249,
405618024.0,Gapas,45618024.0,Bgy,887,
405618025.0,Himbubulo Este,45618025.0,Bgy,688,
405618026.0,Himbubulo Weste,45618026.0,Bgy,469,
405618027.0,Hinabaan,45618027.0,Bgy,636,
405618028.0,Ligpit Bantayan,45618028.0,Bgy,1052,
405618029.0,Lubigan,45618029.0,Bgy,520,
405618030.0,Magallanes,45618030.0,Bgy,442,
405618031.0,Magsaysay,45618031.0,Bgy,330,
405618032.0,Manggagawa,45618032.0,Bgy,3129,
405618033.0,Manggalang,45618033.0,Bgy,299,
405618034.0,Manlayo,45618034.0,Bgy,1927,
405618035.0,Poblacion,45618035.0,Bgy,1787,
405618036.0,Salakan,45618036.0,Bgy,920,
405618037.0,San Antonio,45618037.0,Bgy,794,
405618038.0,San Isidro,45618038.0,Bgy,869,
405618039.0,San Jose,45618039.0,Bgy,150,
405618040.0,San Lorenzo,45618040.0,Bgy,391,
405618041.0,San Luis I,45618041.0,Bgy,326,
405618042.0,San Luis II,45618042.0,Bgy,1164,
405618043.0,San Miguel,45618043.0,Bgy,204,
405618044.0,San Pedro I,45618044.0,Bgy,484,
405618045.0,San Pedro II,45618045.0,Bgy,298,
405618046.0,San Roque,45618046.0,Bgy,637,
405618047.0,Santa Cruz,45618047.0,Bgy,839,
405618048.0,Santa Maria,45618048.0,Bgy,325,
405618049.0,Santa Teresita,45618049.0,Bgy,456,
405618050.0,Sintones,45618050.0,Bgy,726,
405618051.0,Sisi,45618051.0,Bgy,1805,
405618052.0,Tikay,45618052.0,Bgy,393,
405618053.0,Triumpo,45618053.0,Bgy,405,
405618054.0,Villa Hiwasayan,45618054.0,Bgy,483,
405619000.0,Gumaca,45619000.0,Mun,71942,
405619001.0,Adia Bitaog,45619001.0,Bgy,289,
405619002.0,Anonangin,45619002.0,Bgy,513,
405619003.0,Bagong Buhay ,45619003.0,Bgy,1140,Pob.
405619004.0,Bamban,45619004.0,Bgy,2146,
405619006.0,Bantad,45619006.0,Bgy,418,
405619007.0,Batong Dalig,45619007.0,Bgy,302,
405619008.0,Biga,45619008.0,Bgy,952,
405619009.0,Binambang,45619009.0,Bgy,1042,
405619010.0,Buensuceso,45619010.0,Bgy,4507,
405619011.0,Bungahan,45619011.0,Bgy,247,
405619012.0,Butaguin,45619012.0,Bgy,832,
405619013.0,Calumangin,45619013.0,Bgy,2172,
405619014.0,Camohaguin,45619014.0,Bgy,4249,
405619015.0,Casasahan Ibaba,45619015.0,Bgy,442,
405619016.0,Casasahan Ilaya,45619016.0,Bgy,285,
405619017.0,Cawayan,45619017.0,Bgy,227,
405619018.0,Gayagayaan,45619018.0,Bgy,423,
405619019.0,Gitnang Barrio,45619019.0,Bgy,703,
405619020.0,Hardinan,45619020.0,Bgy,177,
405619021.0,Inaclagan,45619021.0,Bgy,1959,
405619022.0,Inagbuhan Ilaya,45619022.0,Bgy,175,
405619023.0,Hagakhakin,45619023.0,Bgy,1776,
405619024.0,Labnig,45619024.0,Bgy,745,
405619025.0,Laguna,45619025.0,Bgy,550,
405619026.0,Mabini ,45619026.0,Bgy,2227,Pob.
405619027.0,Mabunga,45619027.0,Bgy,406,
405619028.0,Malabtog,45619028.0,Bgy,308,
405619029.0,Manlayaan,45619029.0,Bgy,853,
405619030.0,Marcelo H. Del Pilar,45619030.0,Bgy,198,
405619031.0,Mataas Na Bundok,45619031.0,Bgy,190,
405619032.0,Maunlad ,45619032.0,Bgy,689,Pob.
405619033.0,Pagsabangan,45619033.0,Bgy,536,
405619034.0,Panikihan,45619034.0,Bgy,2328,
405619035.0,Peñafrancia ,45619035.0,Bgy,1277,Pob.
405619036.0,Pipisik ,45619036.0,Bgy,742,Pob.
405619037.0,Progreso,45619037.0,Bgy,3535,
405619038.0,Rizal ,45619038.0,Bgy,943,Pob.
405619039.0,Rosario,45619039.0,Bgy,6477,
405619040.0,San Agustin,45619040.0,Bgy,196,
405619041.0,San Diego Poblacion,45619041.0,Bgy,877,
405619042.0,San Isidro Kanluran,45619042.0,Bgy,215,
405619043.0,San Isidro Silangan,45619043.0,Bgy,102,
405619044.0,San Juan De Jesus,45619044.0,Bgy,328,
405619045.0,San Vicente,45619045.0,Bgy,2651,
405619046.0,Sastre,45619046.0,Bgy,1103,
405619047.0,Tabing Dagat ,45619047.0,Bgy,2867,Pob.
405619048.0,Tumayan,45619048.0,Bgy,272,
405619049.0,Villa Arcaya,45619049.0,Bgy,2091,
405619050.0,Villa Bota,45619050.0,Bgy,3093,
405619051.0,Villa Fuerte,45619051.0,Bgy,664,
405619052.0,Villa Mendoza,45619052.0,Bgy,222,
405619053.0,Villa Padua,45619053.0,Bgy,2399,
405619054.0,Villa Perez,45619054.0,Bgy,703,
405619055.0,Villa M. Principe,45619055.0,Bgy,757,
405619056.0,Villa Tañada,45619056.0,Bgy,151,
405619057.0,Villa Victoria,45619057.0,Bgy,357,
405619058.0,San Diego,45619058.0,Bgy,373,
405619059.0,Villa Nava,45619059.0,Bgy,3462,
405619060.0,Lagyo,45619060.0,Bgy,2079,
405620000.0,Infanta,45620000.0,Mun,76186,
405620001.0,Abiawin,45620001.0,Bgy,1687,
405620002.0,Agos-agos,45620002.0,Bgy,2849,
405620003.0,Alitas,45620003.0,Bgy,1124,
405620004.0,Amolongin,45620004.0,Bgy,925,
405620005.0,Anibong,45620005.0,Bgy,979,
405620006.0,Antikin,45620006.0,Bgy,874,
405620007.0,Bacong,45620007.0,Bgy,959,
405620008.0,Balobo,45620008.0,Bgy,553,
405620009.0,Bantilan,45620009.0,Bgy,3112,
405620010.0,Banugao,45620010.0,Bgy,2809,
405620011.0,Poblacion 1,45620011.0,Bgy,772,
405620012.0,Poblacion 38,45620012.0,Bgy,1650,
405620013.0,Poblacion 39,45620013.0,Bgy,1693,
405620014.0,Batican,45620014.0,Bgy,859,
405620015.0,Binonoan,45620015.0,Bgy,1457,
405620016.0,Binulasan,45620016.0,Bgy,3583,
405620017.0,Boboin,45620017.0,Bgy,2041,
405620018.0,Comon,45620018.0,Bgy,3408,
405620019.0,Dinahican,45620019.0,Bgy,11994,
405620020.0,Gumian,45620020.0,Bgy,5008,
405620021.0,Ilog,45620021.0,Bgy,2727,
405620022.0,Ingas,45620022.0,Bgy,2034,
405620023.0,Catambungan,45620023.0,Bgy,1834,
405620024.0,Cawaynin,45620024.0,Bgy,543,
405620025.0,Langgas,45620025.0,Bgy,1107,
405620026.0,Libjo,45620026.0,Bgy,2731,
405620027.0,Lual,45620027.0,Bgy,1226,
405620028.0,Magsaysay,45620028.0,Bgy,3565,
405620029.0,Maypulot,45620029.0,Bgy,776,
405620030.0,Miswa,45620030.0,Bgy,2456,
405620031.0,Pilaway,45620031.0,Bgy,2381,
405620032.0,Pinaglapatan,45620032.0,Bgy,1462,
405620033.0,Pulo,45620033.0,Bgy,982,
405620034.0,Silangan,45620034.0,Bgy,909,
405620035.0,Tongohin,45620035.0,Bgy,2701,
405620036.0,Tudturan,45620036.0,Bgy,416,
405621000.0,Jomalig,45621000.0,Mun,7667,
405621001.0,Bukal,45621001.0,Bgy,1296,
405621002.0,Casuguran,45621002.0,Bgy,1021,
405621003.0,Gango,45621003.0,Bgy,592,
405621004.0,Talisoy ,45621004.0,Bgy,3161,Pob.
405621005.0,Apad,45621005.0,Bgy,1597,
405622000.0,Lopez,45622000.0,Mun,94657,
405622001.0,Bacungan,45622001.0,Bgy,636,
405622002.0,Bagacay,45622002.0,Bgy,633,
405622003.0,Banabahin Ibaba,45622003.0,Bgy,459,
405622004.0,Banabahin Ilaya,45622004.0,Bgy,484,
405622005.0,Burgos ,45622005.0,Bgy,2062,Pob.
405622006.0,Gomez ,45622006.0,Bgy,3916,Pob.
405622007.0,Magsaysay ,45622007.0,Bgy,4709,Pob.
405622008.0,Talolong ,45622008.0,Bgy,4241,Pob.
405622009.0,Bayabas,45622009.0,Bgy,416,
405622010.0,Bebito,45622010.0,Bgy,1858,
405622011.0,Bigajo,45622011.0,Bgy,688,
405622012.0,Binahian A,45622012.0,Bgy,415,
405622013.0,Binahian B,45622013.0,Bgy,679,
405622014.0,Binahian C,45622014.0,Bgy,186,
405622015.0,Bocboc,45622015.0,Bgy,2780,
405622016.0,Buenavista,45622016.0,Bgy,379,
405622017.0,Buyacanin,45622017.0,Bgy,236,
405622018.0,Cagacag,45622018.0,Bgy,741,
405622019.0,Calantipayan,45622019.0,Bgy,2135,
405622020.0,Canda Ibaba,45622020.0,Bgy,1267,
405622021.0,Canda Ilaya,45622021.0,Bgy,1406,
405622022.0,Cawayan,45622022.0,Bgy,437,
405622023.0,Cawayanin,45622023.0,Bgy,568,
405622024.0,Cogorin Ibaba,45622024.0,Bgy,787,
405622025.0,Cogorin Ilaya,45622025.0,Bgy,759,
405622026.0,Concepcion,45622026.0,Bgy,668,
405622027.0,Danlagan,45622027.0,Bgy,3190,
405622028.0,De La Paz,45622028.0,Bgy,242,
405622029.0,Del Pilar,45622029.0,Bgy,1478,
405622030.0,Del Rosario,45622030.0,Bgy,799,
405622031.0,Esperanza Ibaba,45622031.0,Bgy,225,
405622032.0,Esperanza Ilaya,45622032.0,Bgy,295,
405622033.0,Guihay,45622033.0,Bgy,1638,
405622034.0,Guinuangan,45622034.0,Bgy,158,
405622035.0,Guites,45622035.0,Bgy,633,
405622037.0,Hondagua,45622037.0,Bgy,3008,
405622038.0,Ilayang Ilog A,45622038.0,Bgy,304,
405622039.0,Ilayang Ilog B,45622039.0,Bgy,231,
405622040.0,Inalusan,45622040.0,Bgy,614,
405622041.0,Jongo,45622041.0,Bgy,1906,
405622042.0,Lalaguna,45622042.0,Bgy,2094,
405622043.0,Lourdes,45622043.0,Bgy,328,
405622044.0,Mabanban,45622044.0,Bgy,591,
405622045.0,Mabini,45622045.0,Bgy,118,
405622046.0,Magallanes,45622046.0,Bgy,1336,
405622047.0,Maguilayan,45622047.0,Bgy,427,
405622048.0,Mahayod-Hayod,45622048.0,Bgy,240,
405622049.0,Mal-ay,45622049.0,Bgy,1118,
405622050.0,Mandoog,45622050.0,Bgy,294,
405622051.0,Manguisian,45622051.0,Bgy,1414,
405622052.0,Matinik,45622052.0,Bgy,967,
405622053.0,Monteclaro,45622053.0,Bgy,189,
405622054.0,Pamampangin,45622054.0,Bgy,1012,
405622055.0,Pansol,45622055.0,Bgy,2249,
405622056.0,Peñafrancia,45622056.0,Bgy,439,
405622057.0,Pisipis,45622057.0,Bgy,803,
405622058.0,Rizal,45622058.0,Bgy,661,
405622059.0,Roma,45622059.0,Bgy,229,
405622060.0,Rosario,45622060.0,Bgy,1092,
405622061.0,Samat,45622061.0,Bgy,270,
405622062.0,San Andres,45622062.0,Bgy,828,
405622063.0,San Antonio,45622063.0,Bgy,239,
405622064.0,San Francisco A,45622064.0,Bgy,657,
405622065.0,San Francisco B,45622065.0,Bgy,3093,
405622066.0,San Isidro,45622066.0,Bgy,245,
405622067.0,San Jose,45622067.0,Bgy,391,
405622068.0,San Miguel,45622068.0,Bgy,1876,
405622069.0,San Pedro,45622069.0,Bgy,276,
405622070.0,San Rafael,45622070.0,Bgy,362,
405622071.0,San Roque,45622071.0,Bgy,741,
405622072.0,Santa Catalina,45622072.0,Bgy,1179,
405622073.0,Santa Elena,45622073.0,Bgy,239,
405622074.0,Santa Jacobe,45622074.0,Bgy,657,
405622075.0,Santa Lucia,45622075.0,Bgy,401,
405622076.0,Santa Maria,45622076.0,Bgy,673,
405622077.0,Santa Rosa,45622077.0,Bgy,340,
405622078.0,Santo Niño Ibaba,45622078.0,Bgy,618,
405622079.0,Santo Niño Ilaya,45622079.0,Bgy,1218,
405622080.0,Silang,45622080.0,Bgy,745,
405622081.0,Sugod,45622081.0,Bgy,1336,
405622082.0,Sumalang,45622082.0,Bgy,384,
405622083.0,Tan-ag Ibaba,45622083.0,Bgy,986,
405622084.0,Tan-ag Ilaya,45622084.0,Bgy,460,
405622085.0,Tocalin,45622085.0,Bgy,237,
405622086.0,Vegaflor,45622086.0,Bgy,554,
405622087.0,Vergaña,45622087.0,Bgy,979,
405622088.0,Veronica,45622088.0,Bgy,1060,
405622089.0,Villa Aurora,45622089.0,Bgy,919,
405622090.0,Villa Espina,45622090.0,Bgy,1026,
405622091.0,Villa Hermosa,45622091.0,Bgy,2419,
405622092.0,Villa Geda,45622092.0,Bgy,746,
405622093.0,Villamonte,45622093.0,Bgy,204,
